Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
18-1-14|n/a,n/a|1|n/a|gamma-rays local|24|grays|External exposure|2 pigs brachytherapy of 3x3 cm skin fields at both flanks, 0.7 -1.7 Gy/min|6 (0 in ERA)|Livestock|Pig, Hampshire/Yorkshire|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
18-1-15|n/a,n/a|1|n/a|gamma-rays local|26|grays|External exposure|4 pigs brachytherapy of 3x3 cm skin fields at both flanks, 0.7 -1.7 Gy/min|12 (0 in ERA)|Livestock|Pig, Hampshire/Yorkshire|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
18-1-16|n/a,n/a|1|n/a|gamma-rays local|28|grays|External exposure|2 pigs brachytherapy of 3x3 cm skin fields at both flanks, 0.7 -1.7 Gy/min|6 (0 in ERA)|Livestock|Pig, Hampshire/Yorkshire|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
18-1-17|n/a,n/a|1|n/a|gamma-rays local|29|grays|External exposure|4 pigs brachytherapy of 3x3 cm skin fields at both flanks, 0.7 -1.7 Gy/min|12 (0 in ERA)|Livestock|Pig, Hampshire/Yorkshire|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
18-1-18|n/a,n/a|1|n/a|gamma-rays local|32|grays|External exposure|2 pigs brachytherapy of 3x3 cm skin fields at both flanks, 0.7 -1.7 Gy/min|6 (0 in ERA)|Livestock|Pig, Hampshire/Yorkshire|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
18-1-19|n/a,n/a|1|n/a|gamma-rays local|32|grays|External exposure|4 pigs brachytherapy of 3x3 cm skin fields at both flanks, 0.7 -1.7 Gy/min|13 (0 in ERA)|Livestock|Pig large white|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
18-1-20|n/a,n/a|1|n/a|gamma-rays local|44|grays|External exposure|2 pigs brachytherapy of 3x3 cm skin fields at both flanks, 0.7 -1.7 Gy/min|6 (0 in ERA)|Livestock|Pig, Hampshire/Yorkshire|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
18-1-21|n/a,n/a|1|n/a|gamma-rays local|44|grays|External exposure|4 pigs brachytherapy of 3x3 cm skin fields at both flanks, 0.7 -1.7 Gy/min|13 (0 in ERA)|Livestock|Pig large white|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
18-1-22|n/a,n/a|1|n/a|gamma-rays local|40|grays|External exposure|1 pigs brachytherapy of 3x3 cm skin fields at both flanks, 0.7 -1.7 Gy/min|6 (0 in ERA)|Livestock|Pig, Hampshire/Yorkshire|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
18-1-23|n/a,n/a|1|n/a|gamma-rays local|44|grays|External exposure|1 pigs brachytherapy of 3x3 cm skin fields at both flanks, 0.7 -1.7 Gy/min|6 (0 in ERA)|Livestock|Pig, Hampshire/Yorkshire|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
18-1-24|n/a,n/a|1|n/a|gamma-rays local|18|grays|External exposure|in 5x5 cm skin fields on both fields with 8 fields per flank 3 pigs 0.76 -  0.87 Gy/h|9 (0 in ERA)|Livestock|Pig, Hampshire/Yorkshire|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
18-1-25|n/a,n/a|1|n/a|gamma-rays local|20|grays|External exposure|in 5x5 cm skin fields on both fields with 8 fields per flank 3 pigs 0.76 -  0.87 Gy/h|9 (0 in ERA)|Livestock|Pig, Hampshire/Yorkshire|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
18-1-26|n/a,n/a|1|n/a|gamma-rays local|22|grays|External exposure|in 5x5 cm skin fields on both fields with 8 fields per flank 3 pigs 0.76 -  0.87 Gy/h|9 (0 in ERA)|Livestock|Pig, Hampshire/Yorkshire|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
18-1-27|n/a,n/a|1|n/a|gamma-rays local|24|grays|External exposure|in 5x5 cm skin fields on both fields with 8 fields per flank 3 pigs 0.76 -  0.87 Gy/h|9 (0 in ERA)|Livestock|Pig, Hampshire/Yorkshire|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
18-1-28|n/a,n/a|1|n/a|gamma-rays local|27|grays|External exposure|in 5x5 cm skin fields on both fields with 8 fields per flank 3 pigs 0.76 -  0.87 Gy/h|9 (0 in ERA)|Livestock|Pig, Hampshire/Yorkshire|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
18-1-29|n/a,n/a|1|n/a|gamma-rays local|30|grays|External exposure|in 5x5 cm skin fields on both fields with 8 fields per flank 3 pigs 0.76 -  0.87 Gy/h|9 (0 in ERA)|Livestock|Pig, Hampshire/Yorkshire|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
18-1-30|n/a,n/a|1|n/a|gamma-rays local|33|grays|External exposure|in 5x5 cm skin fields on both fields with 8 fields per flank 3 pigs 0.76 -  0.87 Gy/h|9 (0 in ERA)|Livestock|Pig, Hampshire/Yorkshire|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
18-1-31|n/a,n/a|1|n/a|gamma-rays local|36|grays|External exposure|in 5x5 cm skin fields on both fields with 8 fields per flank 3 pigs 0.76 -  0.87 Gy/h|9 (0 in ERA)|Livestock|Pig, Hampshire/Yorkshire|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
18-1-32|n/a,n/a|1|n/a|gamma-rays local|39|grays|External exposure|in 5x5 cm skin fields on both fields with 8 fields per flank 3 pigs 0.76 -  0.87 Gy/h|9 (0 in ERA)|Livestock|Pig, Hampshire/Yorkshire|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
18-1-33|n/a,n/a|1|n/a|gamma-rays local|43|grays|External exposure|in 5x5 cm skin fields on both fields with 8 fields per flank 3 pigs 0.76 -  0.87 Gy/h|9 (0 in ERA)|Livestock|Pig, Hampshire/Yorkshire|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
18-1-34|n/a,n/a|1|n/a|gamma-rays local|18|grays|External exposure|in 5x5 cm skin fields on both fields with 8 fields per flank 3 pigs 1.67 -  1.79 Gy/h|9 (0 in ERA)|Livestock|Pig, Hampshire/Yorkshire|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
18-1-35|n/a,n/a|1|n/a|gamma-rays local|20|grays|External exposure|in 5x5 cm skin fields on both fields with 8 fields per flank 3 pigs 1.67 -  1.79 Gy/h|9 (0 in ERA)|Livestock|Pig, Hampshire/Yorkshire|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
18-1-36|n/a,n/a|1|n/a|gamma-rays local|24|grays|External exposure|in 5x5 cm skin fields on both fields with 8 fields per flank 3 pigs 1.67 -  1.79 Gy/h|9 (0 in ERA)|Livestock|Pig, Hampshire/Yorkshire|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
18-1-37|n/a,n/a|1|n/a|gamma-rays local|27|grays|External exposure|in 5x5 cm skin fields on both fields with 8 fields per flank 3 pigs 1.67 -  1.79 Gy/h|9 (0 in ERA)|Livestock|Pig, Hampshire/Yorkshire|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
18-1-38|n/a,n/a|1|n/a|gamma-rays local|30|grays|External exposure|in 5x5 cm skin fields on both fields with 8 fields per flank 3 pigs 1.67 -  1.79 Gy/h|9 (0 in ERA)|Livestock|Pig, Hampshire/Yorkshire|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
18-1-39|n/a,n/a|1|n/a|gamma-rays local|33|grays|External exposure|in 5x5 cm skin fields on both fields with 8 fields per flank 3 pigs 1.67 -  1.79 Gy/h|9 (0 in ERA)|Livestock|Pig, Hampshire/Yorkshire|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
18-1-40|n/a,n/a|1|n/a|gamma-rays local|36|grays|External exposure|in 5x5 cm skin fields on both fields with 8 fields per flank 3 pigs 1.67 -  1.79 Gy/h|9 (0 in ERA)|Livestock|Pig, Hampshire/Yorkshire|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
18-1-41|n/a,n/a|1|n/a|gamma-rays local|39|grays|External exposure|in 5x5 cm skin fields on both fields with 8 fields per flank 3 pigs 1.67 -  1.79 Gy/h|9 (0 in ERA)|Livestock|Pig, Hampshire/Yorkshire|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
18-1-42|n/a,n/a|1|n/a|gamma-rays local|43|grays|External exposure|in 5x5 cm skin fields on both fields with 8 fields per flank 3 pigs 1.67 -  1.79 Gy/h|9 (0 in ERA)|Livestock|Pig, Hampshire/Yorkshire|Both|Unknown|Incidence and latent period fora) 	acute reactions of erythema  (moderate/severe) and moist desquamation,
