Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
19-7-31|n/a,n/a|1|n/a|none (controls)|0|code was present in 2006 version of db, translation unknown|not applicable or not supplied|n/a|10 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|Post mortem during injection period and during 30 days after injection terminationThreshold of biological effects from HCBD on the basis of the duration of a chloral hydrate narcosis. Cells in peripheral blood in vivo. Seasonal influence on mortality from HCBD. .Coefficients of cumulative action on base of mortality from HCBD.|No information on individuals available for this study
19-7-32|n/a,n/a|1|n/a|hexachlorobutadiene|0.0833|fraction of LD50|Inhalation|1/4 LD 50 20 min of 12.3 mg/l air for 38 days|19 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|Post mortem during injection period and during 30 days after injection terminationThreshold of biological effects from HCBD on the basis of the duration of a chloral hydrate narcosis. Cells in peripheral blood in vivo. Seasonal influence on mortality from HCBD. .Coefficients of cumulative action on base of mortality from HCBD.|No information on individuals available for this study
19-7-33|n/a,n/a|1|n/a|Pu-239 citrate|3404|kilobecquerels per kilogram animal|Injection, intratracheal|single dose|40 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|30 daysRat mortality within 30 days after exposure. Pathomorphological investigations of rat organs, died or sacrificed within 30 days after exposure (histological data). Late effects: inflammatory, dystrophic, sclerotic and neoplastic changes in organs after spontaneous death of the animal (histological data)|No information on individuals available for this study
19-7-33|n/a,n/a|2|n/a|hexachlorobutadiene|0.0625|fraction of LD50|Inhalation|1/16 LD50 single dose inhaled|40 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|30 daysRat mortality within 30 days after exposure. Pathomorphological investigations of rat organs, died or sacrificed within 30 days after exposure (histological data). Late effects: inflammatory, dystrophic, sclerotic and neoplastic changes in organs after spontaneous death of the animal (histological data)|No information on individuals available for this study
19-7-34|n/a,n/a|1|n/a|Pu-239 citrate|3404|kilobecquerels per kilogram animal|Injection, intratracheal|single dose|40 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|30 daysRat mortality within 30 days after exposure. Pathomorphological investigations of rat organs, died or sacrificed within 30 days after exposure (histological data). Late effects: inflammatory, dystrophic, sclerotic and neoplastic changes in organs after spontaneous death of the animal (histological data)|No information on individuals available for this study
19-7-35|n/a,n/a|1|n/a|solvent control|0|code was present in 2006 version of db, translation unknown|Injection, intratracheal|HN03|20 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|30 daysRat mortality within 30 days after exposure. Pathomorphological investigations of rat organs, died or sacrificed within 30 days after exposure (histological data). Late effects: inflammatory, dystrophic, sclerotic and neoplastic changes in organs after spontaneous death of the animal (histological data)|No information on individuals available for this study
19-7-36|n/a,n/a|1|n/a|Pu-239 citrate|2220|kilobecquerels per kilogram animal|Injection, intravenous|single dose|30 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|spontaneous deathRat mortality within 30 days after exposure. Pathomorphological investigations of rat organs, died or sacrificed within 30 days after exposure (histological data). Late effects: inflammatory, dystrophic, sclerotic and neoplastic changes in organs after spontaneous death of the animal (histological data)|No information on individuals available for this study
19-7-36|n/a,n/a|2|n/a|hexachlorobutadiene|0.5|fraction of LD50|Gavage|1/2 LD50 single dose gavage|30 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|spontaneous deathRat mortality within 30 days after exposure. Pathomorphological investigations of rat organs, died or sacrificed within 30 days after exposure (histological data). Late effects: inflammatory, dystrophic, sclerotic and neoplastic changes in organs after spontaneous death of the animal (histological data)|No information on individuals available for this study
19-7-37|n/a,n/a|1|n/a|Pu-239 citrate|2220|kilobecquerels per kilogram animal|Injection, intravenous|single dose|30 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|spontaneous deathRat mortality within 30 days after exposure. Pathomorphological investigations of rat organs, died or sacrificed within 30 days after exposure (histological data). Late effects: inflammatory, dystrophic, sclerotic and neoplastic changes in organs after spontaneous death of the animal (histological data)|No information on individuals available for this study
19-7-37|n/a,n/a|2|n/a|hexachlorobutadiene|0.252|fraction of LD50|Gavage|1/4 LD50 single dose gavage|30 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|spontaneous deathRat mortality within 30 days after exposure. Pathomorphological investigations of rat organs, died or sacrificed within 30 days after exposure (histological data). Late effects: inflammatory, dystrophic, sclerotic and neoplastic changes in organs after spontaneous death of the animal (histological data)|No information on individuals available for this study
19-7-38|n/a,n/a|1|n/a|hexachlorobutadiene|0.5|fraction of LD50|Gavage|1/2 LD50 single dose gavage|30 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|spontaneous deathRat mortality within 30 days after exposure. Pathomorphological investigations of rat organs, died or sacrificed within 30 days after exposure (histological data). Late effects: inflammatory, dystrophic, sclerotic and neoplastic changes in organs after spontaneous death of the animal (histological data)|No information on individuals available for this study
19-7-39|n/a,n/a|1|n/a|hexachlorobutadiene|0.333|fraction of LD50|Gavage|1/4 LD50 single dose gavage|30 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|spontaneous deathRat mortality within 30 days after exposure. Pathomorphological investigations of rat organs, died or sacrificed within 30 days after exposure (histological data). Late effects: inflammatory, dystrophic, sclerotic and neoplastic changes in organs after spontaneous death of the animal (histological data)|No information on individuals available for this study
19-7-40|n/a,n/a|1|n/a|Pu-239 citrate|138.75|kilobecquerels per kilogram animal|Injection, intravenous|single dose|50 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|spontaneous deathRat mortality within 30 days after exposure. Pathomorphological investigations of rat organs, died or sacrificed within 30 days after exposure (histological data). Late effects: inflammatory, dystrophic, sclerotic and neoplastic changes in organs after spontaneous death of the animal (histological data)|No information on individuals available for this study
19-7-40|n/a,n/a|2|n/a|hexachlorobutadiene|0.0312|fraction of LD50|Gavage|1/32 LD50 single dose gavage|50 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|spontaneous deathRat mortality within 30 days after exposure. Pathomorphological investigations of rat organs, died or sacrificed within 30 days after exposure (histological data). Late effects: inflammatory, dystrophic, sclerotic and neoplastic changes in organs after spontaneous death of the animal (histological data)|No information on individuals available for this study
19-7-41|n/a,n/a|1|n/a|hexachlorobutadiene|0.0312|fraction of LD50|Gavage|1/32 LD50 single dose gavage|50 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|spontaneous deathRat mortality within 30 days after exposure. Pathomorphological investigations of rat organs, died or sacrificed within 30 days after exposure (histological data). Late effects: inflammatory, dystrophic, sclerotic and neoplastic changes in organs after spontaneous death of the animal (histological data)|No information on individuals available for this study
19-7-42|n/a,n/a|1|n/a|Pu-239 citrate|138.75|kilobecquerels per kilogram animal|Injection, intravenous|single dose|300 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|spontaneous deathRat mortality within 30 days after exposure. Pathomorphological investigations of rat organs, died or sacrificed within 30 days after exposure (histological data). Late effects: inflammatory, dystrophic, sclerotic and neoplastic changes in organs after spontaneous death of the animal (histological data)|No information on individuals available for this study
19-7-42|n/a,n/a|2|n/a|hexachlorobutadiene|0.05|fraction of LD50|Gavage|1/16,1/32,1/64,1/128 of LD50 single dose gavage|300 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|spontaneous deathRat mortality within 30 days after exposure. Pathomorphological investigations of rat organs, died or sacrificed within 30 days after exposure (histological data). Late effects: inflammatory, dystrophic, sclerotic and neoplastic changes in organs after spontaneous death of the animal (histological data)|No information on individuals available for this study
19-7-43|n/a,n/a|1|n/a|Pu-239 citrate|138.75|kilobecquerels per kilogram animal|Injection, intravenous|single dose|50 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|spontaneous deathRat mortality within 30 days after exposure. Pathomorphological investigations of rat organs, died or sacrificed within 30 days after exposure (histological data). Late effects: inflammatory, dystrophic, sclerotic and neoplastic changes in organs after spontaneous death of the animal (histological data)|No information on individuals available for this study
19-7-44|n/a,n/a|1|n/a|none (controls)|0|fraction of LD50|Injection, intratracheal|single dose|100 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|spontaneous deathRat mortality within 30 days after exposure. Pathomorphological investigations of rat organs, died or sacrificed within 30 days after exposure (histological data). Late effects: inflammatory, dystrophic, sclerotic and neoplastic changes in organs after spontaneous death of the animal (histological data)|No information on individuals available for this study
19-7-45|n/a,n/a|1|n/a|Pu-239 citrate|54.39|kilobecquerels per kilogram animal|Injection, intratracheal|single dose|240 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|spontaneous deathRat mortality within 30 days after exposure. Pathomorphological investigations of rat organs, died or sacrificed within 30 days after exposure (histological data). Late effects: inflammatory, dystrophic, sclerotic and neoplastic changes in organs after spontaneous death of the animal (histological data)|No information on individuals available for this study
19-7-45|n/a,n/a|2|n/a|hexachlorobutadiene|0.05|fraction of LD50|Injection, intratracheal|1/16,1/32,1/64,1/128 of LD50 single dose intratracheal|240 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|spontaneous deathRat mortality within 30 days after exposure. Pathomorphological investigations of rat organs, died or sacrificed within 30 days after exposure (histological data). Late effects: inflammatory, dystrophic, sclerotic and neoplastic changes in organs after spontaneous death of the animal (histological data)|No information on individuals available for this study
19-7-46|n/a,n/a|1|n/a|Pu-239 citrate|108.78|kilobecquerels per kilogram animal|Injection, intratracheal|single dose|60 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|spontaneous deathRat mortality within 30 days after exposure. Pathomorphological investigations of rat organs, died or sacrificed within 30 days after exposure (histological data). Late effects: inflammatory, dystrophic, sclerotic and neoplastic changes in organs after spontaneous death of the animal (histological data)|No information on individuals available for this study
19-7-46|n/a,n/a|2|n/a|hexachlorobutadiene|0.25|fraction of LD50|Injection, intratracheal|1/2,1/4,1/8 of LD50 single dose intratracheal|60 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|spontaneous deathRat mortality within 30 days after exposure. Pathomorphological investigations of rat organs, died or sacrificed within 30 days after exposure (histological data). Late effects: inflammatory, dystrophic, sclerotic and neoplastic changes in organs after spontaneous death of the animal (histological data)|No information on individuals available for this study
19-7-47|n/a,n/a|1|n/a|Pu-239 citrate|54.39|kilobecquerels per kilogram animal|Injection, intratracheal|single dose|35 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|spontaneous deathRat mortality within 30 days after exposure. Pathomorphological investigations of rat organs, died or sacrificed within 30 days after exposure (histological data). Late effects: inflammatory, dystrophic, sclerotic and neoplastic changes in organs after spontaneous death of the animal (histological data)|No information on individuals available for this study
19-7-48|n/a,n/a|1|n/a|Pu-239 citrate|108.78|kilobecquerels per kilogram animal|Injection, intratracheal|single dose|30 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|spontaneous deathRat mortality within 30 days after exposure. Pathomorphological investigations of rat organs, died or sacrificed within 30 days after exposure (histological data). Late effects: inflammatory, dystrophic, sclerotic and neoplastic changes in organs after spontaneous death of the animal (histological data)|No information on individuals available for this study
19-7-49|n/a,n/a|1|n/a|hexachlorobutadiene|0.24|fraction of LD50|Injection, intratracheal|1/2,1/4,1/8 of LD50 single dose intratracheal|60 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|spontaneous deathRat mortality within 30 days after exposure. Pathomorphological investigations of rat organs, died or sacrificed within 30 days after exposure (histological data). Late effects: inflammatory, dystrophic, sclerotic and neoplastic changes in organs after spontaneous death of the animal (histological data)|No information on individuals available for this study
19-7-50|n/a,n/a|1|n/a|Pu-239 citrate|138.75|kilobecquerels per kilogram animal|Injection, intravenous|n/a|50 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|7, 14, 30, 60, 90 days (blood cells)1, 2, 6, 9, 12, 15 months (body weight)
19-7-50|n/a,n/a|2|n/a|hexachlorobutadiene|0.031|fraction of LD50|Gavage|1/32 of LD50 daily gavage|50 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|7, 14, 30, 60, 90 days (blood cells)1, 2, 6, 9, 12, 15 months (body weight)
19-7-51|n/a,n/a|1|n/a|Pu-239 citrate|138.75|kilobecquerels per kilogram animal|Injection, intravenous|n/a|50 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|7, 14, 30, 60, 90 days (blood cells)1, 2, 6, 9, 12, 15 months (body weight)
19-7-51|n/a,n/a|2|n/a|hexachlorobutadiene|0.0156|fraction of LD50|Gavage|1/64 of LD50 daily gavage|50 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|7, 14, 30, 60, 90 days (blood cells)1, 2, 6, 9, 12, 15 months (body weight)
19-7-52|n/a,n/a|1|n/a|Pu-239 citrate|138.75|kilobecquerels per kilogram animal|Injection, intravenous|n/a|50 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|7, 14, 30, 60, 90 days (blood cells)1, 2, 6, 9, 12, 15 months (body weight)
19-7-52|n/a,n/a|2|n/a|hexachlorobutadiene|0.0078|fraction of LD50|Gavage|1/128 of LD50 daily gavage|50 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|7, 14, 30, 60, 90 days (blood cells)1, 2, 6, 9, 12, 15 months (body weight)
19-7-53|n/a,n/a|1|n/a|Pu-239 citrate|138.75|kilobecquerels per kilogram animal|Injection, intravenous|n/a|50 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|7, 14, 30, 60, 90 days (blood cells)1, 2, 6, 9, 12, 15 months (body weight)
19-7-54|n/a,n/a|1|n/a|hexachlorobutadiene|0.031|fraction of LD50|Gavage|1/32 of LD50 daily gavage|50 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|7, 14, 30, 60, 90 days (blood cells)1, 2, 6, 9, 12, 15 months (body weight)
19-7-55|n/a,n/a|1|n/a|hexachlorobutadiene|0.0156|fraction of LD50|Gavage|1/64 of LD50 daily gavage|50 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|7, 14, 30, 60, 90 days (blood cells)1, 2, 6, 9, 12, 15 months (body weight)
19-7-56|n/a,n/a|1|n/a|hexachlorobutadiene|0.0078|fraction of LD50|Gavage|1/128 of LD50 daily gavage|50 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|7, 14, 30, 60, 90 days (blood cells)1, 2, 6, 9, 12, 15 months (body weight)
19-7-57|n/a,n/a|1|n/a|none (controls)|0|unit code not relevant|not applicable or not supplied|daily gavage|50 (0 in ERA)|Rat|Rat Wistar|n/a|Unknown|7, 14, 30, 60, 90 days (blood cells)1, 2, 6, 9, 12, 15 months (body weight)
