Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
13-1-20|n/a,n/a|1|75|Sr-90 nitrate|7.4|kilobecquerels per g animal|Injection, intraperitoneal|n/a|47 (0 in ERA)|Mouse|Mouse, CBA|Male|Juvenile|Lifespan study|No information on individuals available for this study
13-1-21|n/a,n/a|1|150|Sr-90 nitrate|7.4|kilobecquerels per g animal|Injection, intraperitoneal|n/a|48 (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|Lifespan study|No information on individuals available for this study
13-1-22|n/a,n/a|1|300|Sr-90 nitrate|7.4|kilobecquerels per g animal|Injection, intraperitoneal|n/a|50 (0 in ERA)|Mouse|Mouse, CBA|Male|Adult|Lifespan study|No information on individuals available for this study
13-1-23|n/a,n/a|1|25|Sr-90 nitrate|14.8|kilobecquerels per g animal|Injection, intraperitoneal|n/a|50 (0 in ERA)|Mouse|Mouse, CBA|Male|Infant|Lifespan study|No information on individuals available for this study
13-1-24|n/a,n/a|1|75|Sr-90 nitrate|14.8|kilobecquerels per g animal|Injection, intraperitoneal|n/a|49 (0 in ERA)|Mouse|Mouse, CBA|Male|Juvenile|Lifespan study|No information on individuals available for this study
13-1-25|n/a,n/a|1|150|Sr-90 nitrate|14.8|kilobecquerels per g animal|Injection, intraperitoneal|n/a|49 (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|Lifespan study|No information on individuals available for this study
13-1-26|n/a,n/a|1|300|Sr-90 nitrate|14.8|kilobecquerels per g animal|Injection, intraperitoneal|n/a|49 (0 in ERA)|Mouse|Mouse, CBA|Male|Adult|Lifespan study|No information on individuals available for this study
13-1-27|n/a,n/a|1|25|Sr-90 nitrate|29.6|kilobecquerels per g animal|Injection, intraperitoneal|n/a|49 (0 in ERA)|Mouse|Mouse, CBA|Male|Infant|Lifespan study|No information on individuals available for this study
13-1-28|n/a,n/a|1|75|Sr-90 nitrate|29.6|kilobecquerels per g animal|Injection, intraperitoneal|n/a|47 (0 in ERA)|Mouse|Mouse, CBA|Male|Juvenile|Lifespan study|No information on individuals available for this study
13-1-29|n/a,n/a|1|150|Sr-90 nitrate|29.6|kilobecquerels per g animal|Injection, intraperitoneal|n/a|49 (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|Lifespan study|No information on individuals available for this study
13-1-30|n/a,n/a|1|300|Sr-90 nitrate|29.6|kilobecquerels per g animal|Injection, intraperitoneal|n/a|50 (0 in ERA)|Mouse|Mouse, CBA|Male|Adult|Lifespan study|No information on individuals available for this study
13-1-31|Sr-kBq 0,n/a|1|75|none (controls)|0|kilobecquerels per g animal|Injection, intraperitoneal|n/a|100 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|studied up to 224 d after injection|No information on individuals available for this study
13-1-32|Sr-kBq 1.185,n/a|1|75|Sr-90 nitrate|1.185|kilobecquerels|Injection, intraperitoneal|n/a|100 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|studied up to 224 d after injection|No information on individuals available for this study
13-1-33|Sr-kBq 3.7,n/a|1|75|Sr-90 nitrate|3.7|kilobecquerels|Injection, intraperitoneal|n/a|100 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|studied up to 224 d after injection|No information on individuals available for this study
13-1-34|Sr-kBq 7.4,n/a|1|75|Sr-90 nitrate|7.4|kilobecquerels|Injection, intraperitoneal|n/a|100 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|studied up to 224 d after injection|No information on individuals available for this study
13-1-35|Sr-kBq 14.8,n/a|1|75|Sr-90 nitrate|14.8|kilobecquerels|Injection, intraperitoneal|n/a|100 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|studied up to 224 d after injection|No information on individuals available for this study
13-1-36|n/a,n/a|1|70|none (controls)|0|unit code not relevant|not applicable or not supplied|n/a|50 (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|life span study|No information on individuals available for this study
13-1-37|n/a,n/a|1|70|Am-241 citrate|1.48|becquerels per g animal|Injection, intraperitoneal|n/a|51 (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|life span study|No information on individuals available for this study
13-1-38|n/a,n/a|1|70|Am-241 citrate|7.4|becquerels per g animal|Injection, intraperitoneal|n/a|48 (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|life span study|No information on individuals available for this study
13-1-39|n/a,n/a|1|70|Am-241 citrate|14.8|becquerels per g animal|Injection, intraperitoneal|n/a|40 (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|life span study|No information on individuals available for this study
13-1-40|n/a,n/a|1|70|Am-241 citrate|296|becquerels per g animal|Injection, intraperitoneal|n/a|100 (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|life span study|No information on individuals available for this study
13-1-41|n/a,n/a|1|70|Am-241 citrate|592|becquerels per g animal|Injection, intraperitoneal|n/a|40 (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|life span study|No information on individuals available for this study
13-1-42|n/a,n/a|1|70|Am-241 citrate|592|becquerels per g animal|Injection, intraperitoneal|n/a|25 (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|serial sacrifice up to 9 months|No information on individuals available for this study
