Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type|Pathology location|Pathology Description|
2009-1-12|n/a,n/a|1|42|X-rays whole body|250|milli grays|External exposure|n/a|3 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Juvenile|24 h after exposure p53 protein assay|No information on individuals available for this study
2009-1-13|n/a,n/a|1|42|X-rays whole body|250|milli grays|External exposure|n/a|3 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Juvenile|36 h after exposure p53 protein assay|No information on individuals available for this study
2009-1-14|n/a,n/a|1|42|X-rays whole body|500|milli grays|External exposure|n/a|3 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Juvenile|0 h after exposure p53 protein assay|No information on individuals available for this study
2009-1-15|n/a,n/a|1|42|X-rays whole body|500|milli grays|External exposure|n/a|3 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Juvenile|3 h after exposure p53 protein assay|No information on individuals available for this study
2009-1-16|n/a,n/a|1|42|X-rays whole body|500|milli grays|External exposure|n/a|3 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Juvenile|6 h after exposure p53 protein assay|No information on individuals available for this study
2009-1-17|n/a,n/a|1|42|X-rays whole body|500|milli grays|External exposure|n/a|3 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Juvenile|12 h after exposure p53 protein assay|No information on individuals available for this study
2009-1-18|n/a,n/a|1|42|X-rays whole body|500|milli grays|External exposure|n/a|3 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Juvenile|24 h after exposure p53 protein assay|No information on individuals available for this study
2009-1-19|n/a,n/a|1|42|X-rays whole body|500|milli grays|External exposure|n/a|3 (0 in ERA)|Rat|Rat CDF (F344) /CrlBR|Male|Juvenile|36 h after exposure p53 protein assay|No information on individuals available for this study
2009-1-20|n/a,n/a|1|28|none (controls)|0|milli grays|External exposure|n/a|3 (0 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Juvenile|0 h after exposure p53 protein assay|No information on individuals available for this study
2009-1-21|n/a,n/a|1|28|X-rays whole body|250|milli grays|External exposure|n/a|3 (0 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Juvenile|0 h after exposure p53 protein assay|No information on individuals available for this study
2009-1-22|n/a,n/a|1|28|X-rays whole body|250|milli grays|External exposure|n/a|3 (0 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Juvenile|3 h after exposure p53 protein assay|No information on individuals available for this study
2009-1-23|n/a,n/a|1|28|X-rays whole body|250|milli grays|External exposure|n/a|3 (0 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Juvenile|6 h after exposure p53 protein assay|No information on individuals available for this study
2009-1-24|n/a,n/a|1|28|X-rays whole body|250|milli grays|External exposure|n/a|3 (0 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Juvenile|12 h after exposure p53 protein assay|No information on individuals available for this study
2009-1-25|n/a,n/a|1|28|X-rays whole body|250|milli grays|External exposure|n/a|3 (0 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Juvenile|24 h after exposure p53 protein assay|No information on individuals available for this study
2009-1-26|n/a,n/a|1|28|X-rays whole body|250|milli grays|External exposure|n/a|3 (0 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Juvenile|36 h after exposure p53 protein assay|No information on individuals available for this study
2009-1-27|n/a,n/a|1|28|X-rays whole body|500|milli grays|External exposure|n/a|3 (0 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Juvenile|0 h after exposure p53 protein assay|No information on individuals available for this study
2009-1-28|n/a,n/a|1|28|X-rays whole body|500|milli grays|External exposure|n/a|3 (0 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Juvenile|3 h after exposure p53 protein assay|No information on individuals available for this study
2009-1-29|n/a,n/a|1|28|X-rays whole body|500|milli grays|External exposure|n/a|3 (0 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Juvenile|6 h after exposure p53 protein assay|No information on individuals available for this study
2009-1-30|n/a,n/a|1|28|X-rays whole body|500|milli grays|External exposure|n/a|3 (0 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Juvenile|12 h after exposure p53 protein assay|No information on individuals available for this study
2009-1-31|n/a,n/a|1|28|X-rays whole body|500|milli grays|External exposure|n/a|3 (0 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Juvenile|24 h after exposure p53 protein assay|No information on individuals available for this study
2009-1-32|n/a,n/a|1|28|X-rays whole body|500|milli grays|External exposure|n/a|3 (0 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Juvenile|36 h after exposure p53 protein assay|No information on individuals available for this study
2009-1-33|n/a,n/a|1|28|X-rays whole body|1000|milli grays|External exposure|n/a|3 (0 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Juvenile|0 h after exposure p53 protein assay|No information on individuals available for this study
2009-1-34|n/a,n/a|1|28|X-rays whole body|1000|milli grays|External exposure|n/a|3 (0 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Juvenile|3 h after exposure p53 protein assay|No information on individuals available for this study
2009-1-35|n/a,n/a|1|28|X-rays whole body|1000|milli grays|External exposure|n/a|3 (0 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Juvenile|6 h after exposure p53 protein assay|No information on individuals available for this study
2009-1-36|n/a,n/a|1|28|X-rays whole body|1000|milli grays|External exposure|n/a|3 (0 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Juvenile|12 h after exposure p53 protein assay|No information on individuals available for this study
2009-1-37|n/a,n/a|1|28|X-rays whole body|1000|milli grays|External exposure|n/a|3 (0 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Juvenile|24 h after exposure p53 protein assay|No information on individuals available for this study
2009-1-38|n/a,n/a|1|28|X-rays whole body|1000|milli grays|External exposure|n/a|3 (0 in ERA)|Mouse|Mouse, C57BL/6Bd|Male|Juvenile|36 h after exposure p53 protein assay|No information on individuals available for this study
