Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
9-9-9|Xb-1.25DEGy 0.5,n/a|Sequence:1, Age:7,Type:X-rays whole body,Quantity:0.5,Unit:grays,Application:External exposure, Remarks:whole body|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-9|Xb-1.25DEGy 0.5,n/a|Sequence:2, Age:14,Type:diethylnitrosamine,Quantity:1.25,Unit:micrograms per g animal,Application:Injection, intraperitoneal, Remarks:ip inject.|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-10|Xb-2.5DEGy 0.5,n/a|Sequence:1, Age:7,Type:X-rays whole body,Quantity:0.5,Unit:grays,Application:External exposure, Remarks:whole body|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-10|Xb-2.5DEGy 0.5,n/a|Sequence:2, Age:14,Type:diethylnitrosamine,Quantity:2.5,Unit:micrograms per g animal,Application:Injection, intraperitoneal, Remarks:ip inject.|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-11|Xb-0DEGy 1,n/a|Sequence:1, Age:7,Type:X-rays whole body,Quantity:1,Unit:grays,Application:External exposure, Remarks:whole body|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-12|Xb-0.31DEGy 1,n/a|Sequence:1, Age:7,Type:X-rays whole body,Quantity:1,Unit:grays,Application:External exposure, Remarks:whole body|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-12|Xb-0.31DEGy 1,n/a|Sequence:2, Age:14,Type:diethylnitrosamine,Quantity:0.31,Unit:micrograms per g animal,Application:Injection, intraperitoneal, Remarks:ip inject.|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-13|Xb-0.62DEGy 1,n/a|Sequence:1, Age:7,Type:X-rays whole body,Quantity:1,Unit:grays,Application:External exposure, Remarks:whole body|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-13|Xb-0.62DEGy 1,n/a|Sequence:2, Age:14,Type:diethylnitrosamine,Quantity:0.62,Unit:micrograms per g animal,Application:Injection, intraperitoneal, Remarks:ip inject.|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-14|Xb-1.25DEGy 1,n/a|Sequence:1, Age:7,Type:X-rays whole body,Quantity:1,Unit:grays,Application:External exposure, Remarks:whole body|30 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-14|Xb-1.25DEGy 1,n/a|Sequence:2, Age:14,Type:diethylnitrosamine,Quantity:1.25,Unit:micrograms per g animal,Application:Injection, intraperitoneal, Remarks:ip inject.|30 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-15|Xb-2.5DEGy 1,n/a|Sequence:1, Age:7,Type:X-rays whole body,Quantity:1,Unit:grays,Application:External exposure, Remarks:whole body|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-15|Xb-2.5DEGy 1,n/a|Sequence:2, Age:14,Type:diethylnitrosamine,Quantity:2.5,Unit:micrograms per g animal,Application:Injection, intraperitoneal, Remarks:ip inject.|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-16|Xb-0DEGy 3,n/a|Sequence:1, Age:7,Type:X-rays whole body,Quantity:3,Unit:grays,Application:External exposure, Remarks:whole body|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-17|Xb-0.31DEGy 3,n/a|Sequence:1, Age:7,Type:X-rays whole body,Quantity:3,Unit:grays,Application:External exposure, Remarks:whole body|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-17|Xb-0.31DEGy 3,n/a|Sequence:2, Age:14,Type:diethylnitrosamine,Quantity:0.31,Unit:micrograms per g animal,Application:Injection, intraperitoneal, Remarks:ip inject.|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-18|Xb-0.62DEGy 3,n/a|Sequence:1, Age:7,Type:X-rays whole body,Quantity:3,Unit:grays,Application:External exposure, Remarks:whole body|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-18|Xb-0.62DEGy 3,n/a|Sequence:2, Age:14,Type:diethylnitrosamine,Quantity:0.62,Unit:micrograms per g animal,Application:Injection, intraperitoneal, Remarks:ip inject.|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-19|Xb-1.25DEGy 3,n/a|Sequence:1, Age:7,Type:X-rays whole body,Quantity:3,Unit:grays,Application:External exposure, Remarks:whole body|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-19|Xb-1.25DEGy 3,n/a|Sequence:2, Age:14,Type:diethylnitrosamine,Quantity:1.25,Unit:micrograms per g animal,Application:Injection, intraperitoneal, Remarks:ip inject.|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-20|Xb-2.5DEGy 3,n/a|Sequence:1, Age:7,Type:X-rays whole body,Quantity:3,Unit:grays,Application:External exposure, Remarks:whole body|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-20|Xb-2.5DEGy 3,n/a|Sequence:2, Age:14,Type:diethylnitrosamine,Quantity:2.5,Unit:micrograms per g animal,Application:Injection, intraperitoneal, Remarks:ip inject.|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-21|Xa-0.31DEGy 0,n/a|Sequence:1, Age:14,Type:diethylnitrosamine,Quantity:0.31,Unit:micrograms per g animal,Application:Injection, intraperitoneal, Remarks:ip inject.|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-22|Xa-0.62DEGy 0,n/a|Sequence:1, Age:14,Type:diethylnitrosamine,Quantity:0.62,Unit:micrograms per g animal,Application:Injection, intraperitoneal, Remarks:ip inject.|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-23|Xa-1.25DEGy 0,n/a|Sequence:1, Age:14,Type:diethylnitrosamine,Quantity:1.25,Unit:micrograms per g animal,Application:Injection, intraperitoneal, Remarks:ip inject.|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-24|Xa-2.5DEGy 0,n/a|Sequence:1, Age:14,Type:diethylnitrosamine,Quantity:2.5,Unit:micrograms per g animal,Application:Injection, intraperitoneal, Remarks:ip inject.|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-25|Xa-0DEGy 0.5,n/a|Sequence:1, Age:21,Type:X-rays whole body,Quantity:0.5,Unit:grays,Application:External exposure, Remarks:whole body|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-26|Xa-0.31DEGy 0.5,n/a|Sequence:1, Age:21,Type:X-rays whole body,Quantity:0.5,Unit:grays,Application:External exposure, Remarks:whole body|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-26|Xa-0.31DEGy 0.5,n/a|Sequence:2, Age:14,Type:diethylnitrosamine,Quantity:0.31,Unit:micrograms per g animal,Application:Injection, intraperitoneal, Remarks:ip inject.|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-27|Xa-0.62DEGy 0.5,n/a|Sequence:1, Age:21,Type:X-rays whole body,Quantity:0.5,Unit:grays,Application:External exposure, Remarks:whole body|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-27|Xa-0.62DEGy 0.5,n/a|Sequence:2, Age:14,Type:diethylnitrosamine,Quantity:0.62,Unit:micrograms per g animal,Application:Injection, intraperitoneal, Remarks:ip inject.|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-28|Xa-1.25DEGy 0.5,n/a|Sequence:1, Age:21,Type:X-rays whole body,Quantity:0.5,Unit:grays,Application:External exposure, Remarks:whole body|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-28|Xa-1.25DEGy 0.5,n/a|Sequence:2, Age:14,Type:diethylnitrosamine,Quantity:1.25,Unit:micrograms per g animal,Application:Injection, intraperitoneal, Remarks:ip inject.|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-29|Xa-2.5DEGy 0.5,n/a|Sequence:1, Age:21,Type:X-rays whole body,Quantity:0.5,Unit:grays,Application:External exposure, Remarks:whole body|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-29|Xa-2.5DEGy 0.5,n/a|Sequence:2, Age:14,Type:diethylnitrosamine,Quantity:2.5,Unit:micrograms per g animal,Application:Injection, intraperitoneal, Remarks:ip inject.|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-30|Xa-0DEGy 1,n/a|Sequence:1, Age:21,Type:X-rays whole body,Quantity:1,Unit:grays,Application:External exposure, Remarks:whole body|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-31|Xa-0.31DEGy 1,n/a|Sequence:1, Age:21,Type:X-rays whole body,Quantity:1,Unit:grays,Application:External exposure, Remarks:whole body|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-31|Xa-0.31DEGy 1,n/a|Sequence:2, Age:14,Type:diethylnitrosamine,Quantity:0.31,Unit:micrograms per g animal,Application:Injection, intraperitoneal, Remarks:ip inject.|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-32|Xa-0.62DEGy 1,n/a|Sequence:1, Age:21,Type:X-rays whole body,Quantity:1,Unit:grays,Application:External exposure, Remarks:whole body|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-32|Xa-0.62DEGy 1,n/a|Sequence:2, Age:14,Type:diethylnitrosamine,Quantity:0.62,Unit:micrograms per g animal,Application:Injection, intraperitoneal, Remarks:ip inject.|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-33|Xa-1.25DEGy 1,n/a|Sequence:1, Age:21,Type:X-rays whole body,Quantity:1,Unit:grays,Application:External exposure, Remarks:whole body|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-33|Xa-1.25DEGy 1,n/a|Sequence:2, Age:14,Type:diethylnitrosamine,Quantity:1.25,Unit:micrograms per g animal,Application:Injection, intraperitoneal, Remarks:ip inject.|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-34|Xa-2.5DEGy 1,n/a|Sequence:1, Age:21,Type:X-rays whole body,Quantity:1,Unit:grays,Application:External exposure, Remarks:whole body|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-34|Xa-2.5DEGy 1,n/a|Sequence:2, Age:14,Type:diethylnitrosamine,Quantity:2.5,Unit:micrograms per g animal,Application:Injection, intraperitoneal, Remarks:ip inject.|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-35|Xa-0DEGy 3,n/a|Sequence:1, Age:21,Type:X-rays whole body,Quantity:3,Unit:grays,Application:External exposure, Remarks:whole body|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-36|Xa-0.31DEGy 3,n/a|Sequence:1, Age:21,Type:X-rays whole body,Quantity:3,Unit:grays,Application:External exposure, Remarks:whole body|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-36|Xa-0.31DEGy 3,n/a|Sequence:2, Age:14,Type:diethylnitrosamine,Quantity:0.31,Unit:micrograms per g animal,Application:Injection, intraperitoneal, Remarks:ip inject.|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-37|Xa-0.62DEGy 3,n/a|Sequence:1, Age:21,Type:X-rays whole body,Quantity:3,Unit:grays,Application:External exposure, Remarks:whole body|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-37|Xa-0.62DEGy 3,n/a|Sequence:2, Age:14,Type:diethylnitrosamine,Quantity:0.62,Unit:micrograms per g animal,Application:Injection, intraperitoneal, Remarks:ip inject.|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-38|Xa-1.25DEGy 3,n/a|Sequence:1, Age:21,Type:X-rays whole body,Quantity:3,Unit:grays,Application:External exposure, Remarks:whole body|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-38|Xa-1.25DEGy 3,n/a|Sequence:2, Age:14,Type:diethylnitrosamine,Quantity:1.25,Unit:micrograms per g animal,Application:Injection, intraperitoneal, Remarks:ip inject.|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-39|Xa-2.5DEGy 3,n/a|Sequence:1, Age:21,Type:X-rays whole body,Quantity:3,Unit:grays,Application:External exposure, Remarks:whole body|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
9-9-39|Xa-2.5DEGy 3,n/a|Sequence:2, Age:14,Type:diethylnitrosamine,Quantity:2.5,Unit:micrograms per g animal,Application:Injection, intraperitoneal, Remarks:ip inject.|80 (0 in ERA)|Mouse|Mouse, C57BL/Cnb|Male|Lactation|serial sacrif.10 w interval|No information on individuals available for this study
		
