Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
13-16-1|Sr-Bq 7.4,n/a|Sequence:1, Age:75,Type:Sr-90 nitrate,Quantity:7.4,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:single injection|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-8|Sr+T-KBq 14.8,n/a|Sequence:1, Age:75,Type:Sr-90 nitrate,Quantity:14.8,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:single injection|45 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-8|Sr+T-KBq 14.8,n/a|Sequence:2, Age:75,Type:thymus cells transplant,Quantity:5,Unit:millions of cells injected,Application:Injection, intravenous, Remarks:Tymus cells|45 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-9|Sr-KBq 14.8,n/a|Sequence:1, Age:75,Type:Sr-90 nitrate,Quantity:14.8,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:single injection|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-9|Sr-KBq 14.8,n/a|Sequence:2, Age:75,Type:autologous Bone marrow transplant,Quantity:5,Unit:millions of cells injected,Application:Injection, intravenous, Remarks:Bone marrow cells|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-9|Sr-KBq 14.8,n/a|Sequence:3, Age:75,Type:thymus cells transplant,Quantity:5,Unit:millions of cells injected,Application:Injection, intravenous, Remarks:Tymus cells|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-10|Sr+BT-KBq 14.8,n/a|Sequence:1, Age:75,Type:Sr-90 nitrate,Quantity:25.9,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:single injection|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-11|Sr+B-KBq 25.9,n/a|Sequence:1, Age:75,Type:Sr-90 nitrate,Quantity:25.9,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:single injection|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-11|Sr+B-KBq 25.9,n/a|Sequence:2, Age:75,Type:autologous Bone marrow transplant,Quantity:5,Unit:millions of cells injected,Application:Injection, intravenous, Remarks:Bone marrow cells|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-12|Sr+Bt-kBq 25.9,n/a|Sequence:1, Age:75,Type:Sr-90 nitrate,Quantity:25.9,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:single injection|88 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-12|Sr+Bt-kBq 25.9,n/a|Sequence:2, Age:75,Type:autologous Bone marrow transplant,Quantity:5,Unit:millions of cells injected,Application:Injection, intravenous, Remarks:Bone marrow cells|88 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-12|Sr+Bt-kBq 25.9,n/a|Sequence:3, Age:75,Type:thymus cells transplant,Quantity:5,Unit:millions of cells injected,Application:Injection, intravenous, Remarks:Tymus cells|88 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan with macri/microscopic pathology|No information on individuals available for this study
13-16-13|Sr-kBq 0,n/a|Sequence:1, Age:75,Type:none (controls),Quantity:0,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|270 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|+112 mice for mitogen response +112 for RES function|No information on individuals available for this study
13-16-14|Sr-AL-kBq 0,n/a|Sequence:1, Age:75,Type:ALG antilymphocyte globulin,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|100 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|n/a|No information on individuals available for this study
13-16-15|Sr-AT-kBq 0,n/a|Sequence:1, Age:75,Type:ALG antilymphocyte globulin,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|40 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|+12 mice for mitogen response +12 for RES function|No information on individuals available for this study
13-16-15|Sr-AT-kBq 0,n/a|Sequence:2, Age:75,Type:thymectomy,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|40 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|+12 mice for mitogen response +12 for RES function|No information on individuals available for this study
13-16-16|Sr-kBq 1.850,n/a|Sequence:1, Age:75,Type:Sr-90 nitrate,Quantity:1.85,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:n/a|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan  study macro/microscopic pathology|No information on individuals available for this study
13-16-17|Sr-TH-kBq 1.85,n/a|Sequence:1, Age:75,Type:Sr-90 nitrate,Quantity:1.85,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:n/a|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|n/a|No information on individuals available for this study
13-16-17|Sr-TH-kBq 1.85,n/a|Sequence:2, Age:75,Type:thymectomy,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:thymectomy|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|n/a|No information on individuals available for this study
13-16-18|Sr-AT-kBq 1.85,n/a|Sequence:1, Age:75,Type:Sr-90 nitrate,Quantity:1.85,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:n/a|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|n/a|No information on individuals available for this study
13-16-18|Sr-AT-kBq 1.85,n/a|Sequence:2, Age:75,Type:ALG antilymphocyte globulin,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|n/a|No information on individuals available for this study
13-16-18|Sr-AT-kBq 1.85,n/a|Sequence:3, Age:75,Type:thymectomy,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|n/a|No information on individuals available for this study
13-16-19|Sr-kBq 7.4,n/a|Sequence:1, Age:75,Type:Sr-90 nitrate,Quantity:7.4,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:n/a|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan  study macro/microscopic pathology|No information on individuals available for this study
13-16-20|Sr-TH-kBq 7.4,n/a|Sequence:1, Age:75,Type:Sr-90 nitrate,Quantity:7.4,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:n/a|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|n/a|No information on individuals available for this study
13-16-20|Sr-TH-kBq 7.4,n/a|Sequence:2, Age:75,Type:thymectomy,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:thymectomy|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|n/a|No information on individuals available for this study
13-16-21|Sr-AT-kBq 7.4,n/a|Sequence:1, Age:75,Type:Sr-90 nitrate,Quantity:7.4,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:n/a|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|n/a|No information on individuals available for this study
13-16-21|Sr-AT-kBq 7.4,n/a|Sequence:2, Age:75,Type:ALG antilymphocyte globulin,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|n/a|No information on individuals available for this study
13-16-21|Sr-AT-kBq 7.4,n/a|Sequence:3, Age:75,Type:thymectomy,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|n/a|No information on individuals available for this study
13-16-22|Sr-kBq 14.80,n/a|Sequence:1, Age:75,Type:Sr-90 nitrate,Quantity:14.8,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:n/a|40 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|+12 mice for mitogen response +12 for RES function|No information on individuals available for this study
13-16-23|Sr-AT-kBq 14.8,n/a|Sequence:1, Age:75,Type:Sr-90 nitrate,Quantity:14.8,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:n/a|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|+12 mice for mitogen response +12 for RES function|No information on individuals available for this study
13-16-23|Sr-AT-kBq 14.8,n/a|Sequence:2, Age:75,Type:ALG antilymphocyte globulin,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:ALG|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|+12 mice for mitogen response +12 for RES function|No information on individuals available for this study
13-16-23|Sr-AT-kBq 14.8,n/a|Sequence:3, Age:n/a,Type:thymectomy,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|+12 mice for mitogen response +12 for RES function|No information on individuals available for this study
13-16-24|Sr-kBq 29.6,n/a|Sequence:1, Age:75,Type:Sr-90 nitrate,Quantity:29.6,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:n/a|100 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|+50 mice for mitogen response +50 for RES function|No information on individuals available for this study
13-16-25|Sr-TH-kBq 29.6,n/a|Sequence:1, Age:75,Type:Sr-90 nitrate,Quantity:29.6,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:n/a|100 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|+50 mice for mitogen response +50 for RES function|No information on individuals available for this study
13-16-25|Sr-TH-kBq 29.6,n/a|Sequence:2, Age:75,Type:thymus cells transplant,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:thymus graft|100 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|+50 mice for mitogen response +50 for RES function|No information on individuals available for this study
13-16-26|Sr-AL-kBq 29.6,n/a|Sequence:1, Age:75,Type:Sr-90 nitrate,Quantity:29.6,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:n/a|100 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|+50 mice for mitogen response +50 for RES function|No information on individuals available for this study
13-16-26|Sr-AL-kBq 29.6,n/a|Sequence:2, Age:75,Type:ALG antilymphocyte globulin,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|100 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|+50 mice for mitogen response +50 for RES function|No information on individuals available for this study
13-16-27|Sr-AT-kBq 29.6,n/a|Sequence:1, Age:75,Type:Sr-90 nitrate,Quantity:29.6,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:n/a|100 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|+50 mice for mitogen response +50 for RES function|No information on individuals available for this study
13-16-27|Sr-AT-kBq 29.6,n/a|Sequence:2, Age:75,Type:ALG antilymphocyte globulin,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:ALG|100 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|+50 mice for mitogen response +50 for RES function|No information on individuals available for this study
13-16-27|Sr-AT-kBq 29.6,n/a|Sequence:3, Age:n/a,Type:thymectomy,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|100 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|+50 mice for mitogen response +50 for RES function|No information on individuals available for this study
13-16-28|n/a,n/a|Sequence:1, Age:n/a,Type:none (controls),Quantity:0,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:only challenges at different times|10 (0 in ERA)|Mouse|Mouse, CBA|Unknown|Young Adult|No of fibroblastic tumours challenged 185 times|No information on individuals available for this study
13-16-29|n/a,n/a|Sequence:1, Age:n/a,Type:none (controls),Quantity:0,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:only challenges at different times|13 (0 in ERA)|Mouse|Mouse, CBA|Unknown|Young Adult|No of osteoblasti tumours challenged 195 times|No information on individuals available for this study
13-16-30|n/a,n/a|Sequence:1, Age:n/a,Type:none (controls),Quantity:0,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:only challenges at different times|23 (0 in ERA)|Mouse|Mouse, CBA|Unknown|Young Adult|No of fibro-osteoblastic tumours challenged 380 times|No information on individuals available for this study
13-16-31|n/a,n/a|Sequence:1, Age:n/a,Type:cells injected,Quantity:,Unit:unit code not relevant,Application:Injection, intravenous, Remarks:nonviable normal irradiated cells 1 week bef|5 (0 in ERA)|Mouse|Mouse, CBA|Unknown|Young Adult|No of fibroblastic tumours challenged 110 times|No information on individuals available for this study
13-16-32|n/a,n/a|Sequence:1, Age:n/a,Type:cells injected,Quantity:,Unit:unit code not relevant,Application:Injection, intravenous, Remarks:nonviable normal irradiated cells 1 week bef|7 (0 in ERA)|Mouse|Mouse, CBA|Unknown|Young Adult|No of osteoblastic tumours challenged 99 times|No information on individuals available for this study
13-16-33|n/a,n/a|Sequence:1, Age:n/a,Type:cells injected,Quantity:,Unit:unit code not relevant,Application:Injection, intravenous, Remarks:nonviable normal irradiated cells 1 week bef|12 (0 in ERA)|Mouse|Mouse, CBA|Unknown|Young Adult|No of fibro-osteoblastic tumours challenged 209 times|No information on individuals available for this study
13-16-34|n/a,n/a|Sequence:1, Age:n/a,Type:cells injected,Quantity:,Unit:unit code not relevant,Application:Injection, intravenous, Remarks:nonviable tumour irradiated cells 1 week bef|5 (0 in ERA)|Mouse|Mouse, CBA|Unknown|Young Adult|No of fibroblastic tumours challenged 109 times|No information on individuals available for this study
13-16-35|n/a,n/a|Sequence:1, Age:n/a,Type:cells injected,Quantity:,Unit:unit code not relevant,Application:Injection, intravenous, Remarks:nonviable tumour irradiated cells 1 week bef|7 (0 in ERA)|Mouse|Mouse, CBA|Unknown|Young Adult|No of osteoblastic tumours challenged 100 times|No information on individuals available for this study
13-16-36|n/a,n/a|Sequence:1, Age:n/a,Type:cells injected,Quantity:,Unit:unit code not relevant,Application:Injection, intravenous, Remarks:nonviable tumour irradiated cells 1 week bef|12 (0 in ERA)|Mouse|Mouse, CBA|Unknown|Young Adult|No of fibro-osteoblastic tumours challenged 209 times|No information on individuals available for this study
13-16-37|n/a,n/a|Sequence:1, Age:n/a,Type:X-rays whole body,Quantity:3.8,Unit:grays,Application:External exposure, Remarks:n/a|9 (0 in ERA)|Mouse|Mouse, CBA|Unknown|Young Adult|No of fibroblastic tumours challenged 175 times|No information on individuals available for this study
13-16-38|n/a,n/a|Sequence:1, Age:n/a,Type:X-rays whole body,Quantity:3.8,Unit:grays,Application:External exposure, Remarks:n/a|10 (0 in ERA)|Mouse|Mouse, CBA|Unknown|Young Adult|No of osteoblastic tumours challenged 164 times|No information on individuals available for this study
13-16-39|n/a,n/a|Sequence:1, Age:n/a,Type:X-rays whole body,Quantity:3.8,Unit:grays,Application:External exposure, Remarks:n/a|19 (0 in ERA)|Mouse|Mouse, CBA|Unknown|Young Adult|No of fibro-osteoblastic tumours challenged 339 times|No information on individuals available for this study
13-16-40|n/a,n/a|Sequence:1, Age:n/a,Type:X-rays whole body,Quantity:3.8,Unit:grays,Application:External exposure, Remarks:n/a|6 (0 in ERA)|Mouse|Mouse, CBA|Unknown|Young Adult|No of fibroblastic tumours challenged 100 times|No information on individuals available for this study
13-16-40|n/a,n/a|Sequence:2, Age:n/a,Type:cells injected,Quantity:,Unit:unit code not relevant,Application:Injection, intravenous, Remarks:nonviable normal irradiated cells 1 week bef|6 (0 in ERA)|Mouse|Mouse, CBA|Unknown|Young Adult|No of fibroblastic tumours challenged 100 times|No information on individuals available for this study
13-16-41|n/a,n/a|Sequence:1, Age:n/a,Type:X-rays whole body,Quantity:3.8,Unit:grays,Application:External exposure, Remarks:n/a|9 (0 in ERA)|Mouse|Mouse, CBA|Unknown|Young Adult|No of osteblastic tumours challenged 155 times|No information on individuals available for this study
13-16-41|n/a,n/a|Sequence:2, Age:n/a,Type:cells injected,Quantity:,Unit:unit code not relevant,Application:Injection, intravenous, Remarks:nonviable normal irradiated cells 1 week bef|9 (0 in ERA)|Mouse|Mouse, CBA|Unknown|Young Adult|No of osteblastic tumours challenged 155 times|No information on individuals available for this study
13-16-42|n/a,n/a|Sequence:1, Age:n/a,Type:X-rays whole body,Quantity:3.8,Unit:grays,Application:External exposure, Remarks:n/a|15 (0 in ERA)|Mouse|Mouse, CBA|Unknown|Young Adult|No of fibro-osteoblastic tumours challenged 255 times|No information on individuals available for this study
13-16-42|n/a,n/a|Sequence:2, Age:n/a,Type:cells injected,Quantity:,Unit:unit code not relevant,Application:Injection, intravenous, Remarks:nonviable normal irradiated cells 1 week bef|15 (0 in ERA)|Mouse|Mouse, CBA|Unknown|Young Adult|No of fibro-osteoblastic tumours challenged 255 times|No information on individuals available for this study
13-16-43|n/a,n/a|Sequence:1, Age:n/a,Type:X-rays whole body,Quantity:3.8,Unit:grays,Application:External exposure, Remarks:n/a|6 (0 in ERA)|Mouse|Mouse, CBA|Unknown|Young Adult|No of fibroblastic tumours challenged 100 times|No information on individuals available for this study
13-16-43|n/a,n/a|Sequence:2, Age:n/a,Type:cells injected,Quantity:,Unit:unit code not relevant,Application:Injection, intravenous, Remarks:nonviable tumour irradiated cells 1 week bef|6 (0 in ERA)|Mouse|Mouse, CBA|Unknown|Young Adult|No of fibroblastic tumours challenged 100 times|No information on individuals available for this study
13-16-44|n/a,n/a|Sequence:1, Age:n/a,Type:X-rays whole body,Quantity:3.8,Unit:grays,Application:External exposure, Remarks:n/a|9 (0 in ERA)|Mouse|Mouse, CBA|Unknown|Young Adult|No of osteblastic tumours challenged 15 times|No information on individuals available for this study
13-16-44|n/a,n/a|Sequence:2, Age:n/a,Type:cells injected,Quantity:,Unit:unit code not relevant,Application:Injection, intravenous, Remarks:nonviable tumour irradiated cells 1 week bef|9 (0 in ERA)|Mouse|Mouse, CBA|Unknown|Young Adult|No of osteblastic tumours challenged 15 times|No information on individuals available for this study
13-16-45|n/a,n/a|Sequence:1, Age:n/a,Type:X-rays whole body,Quantity:3.8,Unit:grays,Application:External exposure, Remarks:n/a|15 (0 in ERA)|Mouse|Mouse, CBA|Unknown|Young Adult|No of osteo-fibroblastic tumours challenged 255 times|No information on individuals available for this study
13-16-45|n/a,n/a|Sequence:2, Age:n/a,Type:cells injected,Quantity:,Unit:unit code not relevant,Application:Injection, intravenous, Remarks:nonviable tumour irradiated cells 1 week bef|15 (0 in ERA)|Mouse|Mouse, CBA|Unknown|Young Adult|No of osteo-fibroblastic tumours challenged 255 times|No information on individuals available for this study
13-16-46|n/a,n/a|Sequence:1, Age:75,Type:Sr-90 nitrate,Quantity:33.3,Unit:milligrays per year,Application:Injection, intraperitoneal, Remarks:n/a|50 (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|Tumor development |No information on individuals available for this study
13-16-47|n/a,n/a|Sequence:1, Age:75,Type:Sr-90 nitrate,Quantity:33.3,Unit:milligrays per year,Application:Injection, intraperitoneal, Remarks:n/a|50 (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|Tumor development |No information on individuals available for this study
13-16-47|n/a,n/a|Sequence:2, Age:284,Type:BCG (bact. Calmette Guerin),Quantity:1,Unit:sieverts per day,Application:Injection, not specified, Remarks:n/a|50 (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|Tumor development |No information on individuals available for this study
		
