Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
7-8-1|n/a,n/a|Sequence:1, Age:100,Type:neutrons fission,Quantity:,Unit:unit code not relevant,Application:External exposure, Remarks:0.4, 0.1, 1 rad/d 16-24 h/d during life|500 (0 in ERA)|Mouse|Mouse, CBA|Both|Young Adult|Lifespan study only  1st experiment|No information on individuals available for this study
7-8-12|n/a,n/a|Sequence:1, Age:100,Type:none (controls),Quantity:0,Unit:unit code not relevant,Application:External exposure, Remarks:n/a|29 (0 in ERA)|Mouse|Mouse, C57BL|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-13|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:1000,Unit:roentgens,Application:External exposure, Remarks:5 days/w 50 R 81 R/h|30 (0 in ERA)|Mouse|Mouse, C57BL|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-14|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:1000,Unit:roentgens,Application:External exposure, Remarks:5 days/w 50 R 21 R/h|29 (0 in ERA)|Mouse|Mouse, C57BL|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-15|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:1000,Unit:roentgens,Application:External exposure, Remarks:5 nights/w 50 R 81 R/h|25 (0 in ERA)|Mouse|Mouse, C57BL|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-16|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:1000,Unit:roentgens,Application:External exposure, Remarks:continuously 32 R/d|28 (0 in ERA)|Mouse|Mouse, C57BL|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-17|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:1400,Unit:roentgens,Application:External exposure, Remarks:4 weekly doses 350 R|30 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-18|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:2100,Unit:roentgens,Application:External exposure, Remarks:6 weekly doses 350 R|25 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-19|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:2800,Unit:roentgens,Application:External exposure, Remarks:8 weekly doses 350 R|20 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-20|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:2650,Unit:roentgens,Application:External exposure, Remarks:duration life weekly doses 350 R|10 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-21|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:900,Unit:roentgens,Application:External exposure, Remarks:4 weekly doses 220 R|30 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-22|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:2190,Unit:roentgens,Application:External exposure, Remarks:10 weekly doses 207 R|20 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-23|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:3100,Unit:roentgens,Application:External exposure, Remarks:15 weekly doses 208 R|20 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-24|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:4340,Unit:roentgens,Application:External exposure, Remarks:20 weekly doses 218 R|24 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-25|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:5170,Unit:roentgens,Application:External exposure, Remarks:25 weekly doses 207 R|10 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-26|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:6180,Unit:roentgens,Application:External exposure, Remarks:30 weekly doses 205 R|10 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-27|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:7210,Unit:roentgens,Application:External exposure, Remarks:duration life weekly doses 170 R|20 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-28|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:7250,Unit:roentgens,Application:External exposure, Remarks:duration life weekly doses 170 R|10 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-29|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:560,Unit:roentgens,Application:External exposure, Remarks:5 weekly doses 112 R|19 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-30|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:1160,Unit:roentgens,Application:External exposure, Remarks:10 weekly doses 116 R|19 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-31|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:1690,Unit:roentgens,Application:External exposure, Remarks:15 weekly doses 112 R|15 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-32|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:2150,Unit:roentgens,Application:External exposure, Remarks:20 weekly doses 107 R|29 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-33|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:3150,Unit:roentgens,Application:External exposure, Remarks:30 weekly doses 105 R|25 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-34|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:6820,Unit:roentgens,Application:External exposure, Remarks:duration of life weekly doses 112 R|20 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-35|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:1680,Unit:roentgens,Application:External exposure, Remarks:duration of life weekly doses 16 R|38 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-36|n/a,n/a|Sequence:1, Age:100,Type:neutrons fission,Quantity:0.75,Unit:grays,Application:External exposure, Remarks:5 weekly doses 15 rad|19 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-37|n/a,n/a|Sequence:1, Age:100,Type:neutrons fission,Quantity:1.5,Unit:grays,Application:External exposure, Remarks:10 weekly doses 15 rad|15 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-38|n/a,n/a|Sequence:1, Age:100,Type:neutrons fission,Quantity:3.5,Unit:grays,Application:External exposure, Remarks:20 weekly doses 17 rad|30 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-39|n/a,n/a|Sequence:1, Age:100,Type:neutrons fission,Quantity:5,Unit:grays,Application:External exposure, Remarks:30 weekly doses 17 rad|29 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-40|n/a,n/a|Sequence:1, Age:100,Type:neutrons fission,Quantity:8.2,Unit:grays,Application:External exposure, Remarks:duration of life weekly doses 16 rad|19 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-41|n/a,n/a|Sequence:1, Age:100,Type:neutrons fission,Quantity:0.66,Unit:grays,Application:External exposure, Remarks:30 weekly doses 2.2 rad|24 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-42|n/a,n/a|Sequence:1, Age:100,Type:neutrons fission,Quantity:1.26,Unit:grays,Application:External exposure, Remarks:60 weekly doses 2.1 rad|25 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-43|n/a,n/a|Sequence:1, Age:100,Type:neutrons fission,Quantity:1.78,Unit:grays,Application:External exposure, Remarks:duration of life weekly doses 2 rad|38 (0 in ERA)|Mouse|Mouse, CBA|Female|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-44|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:150,Unit:centigrays,Application:External exposure, Remarks:28 d continuously 4-11 mrad/m|71 (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-45|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:300,Unit:centigrays,Application:External exposure, Remarks:28 d continuously 4-11 mrad/m|66 (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-46|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:450,Unit:centigrays,Application:External exposure, Remarks:28 d continuously 4-11 mrad/m|66 (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-47|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:900,Unit:centigrays,Application:External exposure, Remarks:28 d continuously 4-11 mrad/m|48 (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-48|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:150,Unit:centigrays,Application:External exposure, Remarks:20 fract. 5 d/w for 4 w 25 rad/min|72 (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-49|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:300,Unit:centigrays,Application:External exposure, Remarks:20 fract. 5 d/w for 4 w 25 rad/min|65 (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-50|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:450,Unit:centigrays,Application:External exposure, Remarks:20 fract. 5 d/w for 4 w 25 rad/min|65 (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-51|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:900,Unit:centigrays,Application:External exposure, Remarks:20 fract. 5 d/w for 4 w 25 rad/min|48 (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-52|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:150,Unit:centigrays,Application:External exposure, Remarks:single exposure 25 rad/min|99 (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-53|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:300,Unit:centigrays,Application:External exposure, Remarks:single exposure 25 rad/min|83 (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-54|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:450,Unit:centigrays,Application:External exposure, Remarks:single exposure 25 rad/min|104 (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-55|n/a,n/a|Sequence:1, Age:100,Type:X-rays whole body,Quantity:2.5,Unit:grays,Application:External exposure, Remarks:2 fractions 1h interval| (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-56|n/a,n/a|Sequence:1, Age:100,Type:X-rays whole body,Quantity:2.5,Unit:grays,Application:External exposure, Remarks:2 fractions 2h interval| (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-57|n/a,n/a|Sequence:1, Age:100,Type:X-rays whole body,Quantity:2.5,Unit:grays,Application:External exposure, Remarks:2 fractions 3h interval| (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-58|n/a,n/a|Sequence:1, Age:100,Type:X-rays whole body,Quantity:2.5,Unit:grays,Application:External exposure, Remarks:2 fractions 6h interval| (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-59|n/a,n/a|Sequence:1, Age:100,Type:X-rays whole body,Quantity:2.5,Unit:grays,Application:External exposure, Remarks:2 fractions 12h interval| (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-60|n/a,n/a|Sequence:1, Age:100,Type:X-rays whole body,Quantity:2.5,Unit:grays,Application:External exposure, Remarks:2 fractions 1d interval| (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-61|n/a,n/a|Sequence:1, Age:100,Type:X-rays whole body,Quantity:2.5,Unit:grays,Application:External exposure, Remarks:2 fractions 2d interval| (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-62|n/a,n/a|Sequence:1, Age:100,Type:X-rays whole body,Quantity:2.5,Unit:grays,Application:External exposure, Remarks:2 fractions 3d interval| (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-63|n/a,n/a|Sequence:1, Age:100,Type:X-rays whole body,Quantity:2.5,Unit:grays,Application:External exposure, Remarks:2 fractions 7d interval| (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-64|n/a,n/a|Sequence:1, Age:100,Type:X-rays whole body,Quantity:1.25,Unit:grays,Application:External exposure, Remarks:single exposure| (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-64|n/a,n/a|Sequence:2, Age:100,Type:cells injected,Quantity:5,Unit:millions of cells injected,Application:Injection, intravenous, Remarks:leukemic cells 3d p. expos| (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-65|n/a,n/a|Sequence:1, Age:100,Type:X-rays whole body,Quantity:1.25,Unit:grays,Application:External exposure, Remarks:single exposure| (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-65|n/a,n/a|Sequence:2, Age:100,Type:cells injected,Quantity:30,Unit:millions of cells injected,Application:Injection, intravenous, Remarks:leukemic cells 1 d p. expos| (0 in ERA)|Mouse|Mouse, CBA|Male|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-66|n/a,n/a|Sequence:1, Age:100,Type:X-rays whole body,Quantity:1.25,Unit:grays,Application:External exposure, Remarks:single exposure| (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-66|n/a,n/a|Sequence:2, Age:100,Type:cells injected,Quantity:30,Unit:millions of cells injected,Application:Injection, intravenous, Remarks:leukemic cells 3 d p. expos.| (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-67|n/a,n/a|Sequence:1, Age:100,Type:X-rays whole body,Quantity:1.25,Unit:grays,Application:External exposure, Remarks:single exposure| (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-67|n/a,n/a|Sequence:2, Age:100,Type:cells injected,Quantity:30,Unit:millions of cells injected,Application:Injection, intravenous, Remarks:leukemic cells 7d p. expos.| (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-68|n/a,n/a|Sequence:1, Age:100,Type:none (controls),Quantity:0,Unit:unit code not relevant,Application:External exposure, Remarks:n/a|800 (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-69|n/a,n/a|Sequence:1, Age:100,Type:X-rays whole body,Quantity:0.25,Unit:grays,Application:External exposure, Remarks:single dose 0.55 Gy/m|130 (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-70|n/a,n/a|Sequence:1, Age:100,Type:X-rays whole body,Quantity:0.5,Unit:grays,Application:External exposure, Remarks:single dose 0.55 Gy/m|133 (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-71|n/a,n/a|Sequence:1, Age:100,Type:X-rays whole body,Quantity:0.75,Unit:grays,Application:External exposure, Remarks:single dose 0.55 Gy/m|100 (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-72|n/a,n/a|Sequence:1, Age:100,Type:X-rays whole body,Quantity:1,Unit:grays,Application:External exposure, Remarks:single dose 0.55 Gy/m|53 (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-73|n/a,n/a|Sequence:1, Age:100,Type:X-rays whole body,Quantity:1.5,Unit:grays,Application:External exposure, Remarks:single dose 0.55 Gy/m|78 (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-74|n/a,n/a|Sequence:1, Age:100,Type:X-rays whole body,Quantity:2,Unit:grays,Application:External exposure, Remarks:single dose 0.55 Gy/m|40 (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-75|n/a,n/a|Sequence:1, Age:100,Type:X-rays whole body,Quantity:2.5,Unit:grays,Application:External exposure, Remarks:single dose 0.55 Gy/m|88 (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-76|n/a,n/a|Sequence:1, Age:100,Type:X-rays whole body,Quantity:3,Unit:grays,Application:External exposure, Remarks:single dose 0.55 Gy/m|118 (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-77|n/a,n/a|Sequence:1, Age:100,Type:X-rays whole body,Quantity:4.5,Unit:grays,Application:External exposure, Remarks:single dose 0.55 Gy/m|169 (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-78|n/a,n/a|Sequence:1, Age:100,Type:X-rays whole body,Quantity:6,Unit:grays,Application:External exposure, Remarks:single dose 0.55 Gy/m|42 (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-79|n/a,n/a|Sequence:1, Age:100,Type:X-rays whole body,Quantity:,Unit:grays,Application:External exposure, Remarks:unknown doses 5.5 Gy/m| (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-80|n/a,n/a|Sequence:1, Age:100,Type:X-rays whole body,Quantity:,Unit:grays,Application:External exposure, Remarks:unknown doses 0.5 Gy/m| (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-81|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:,Unit:grays,Application:External exposure, Remarks:single dose 7 point dose effect curve 0.25 Gy/min| (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-82|n/a,n/a|Sequence:1, Age:100,Type:gamma-rays Co-60,Quantity:,Unit:grays,Application:External exposure, Remarks:protracted dose (22h) 7 point dose effect curve 0.25 Gy/min| (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-83|n/a,n/a|Sequence:1, Age:100,Type:none (controls),Quantity:0,Unit:unit code not relevant,Application:External exposure, Remarks:n/a|77 (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-84|n/a,n/a|Sequence:1, Age:100,Type:neutrons fission,Quantity:0.02,Unit:grays,Application:External exposure, Remarks:0.01 Gy/min Petten reactor|75 (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-85|n/a,n/a|Sequence:1, Age:100,Type:neutrons fission,Quantity:0.05,Unit:grays,Application:External exposure, Remarks:0.01 Gy/min Petten reactor|74 (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-86|n/a,n/a|Sequence:1, Age:100,Type:neutrons fission,Quantity:0.1,Unit:grays,Application:External exposure, Remarks:0.01 Gy/min Petten reactor|75 (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-87|n/a,n/a|Sequence:1, Age:100,Type:neutrons fission,Quantity:0.2,Unit:grays,Application:External exposure, Remarks:0.01 Gy/min Petten reactor|73 (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-88|n/a,n/a|Sequence:1, Age:100,Type:neutrons fission,Quantity:0.5,Unit:grays,Application:External exposure, Remarks:0.01 Gy/min Petten reactor|74 (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
7-8-89|n/a,n/a|Sequence:1, Age:100,Type:neutrons fission,Quantity:1,Unit:grays,Application:External exposure, Remarks:0.01 Gy/min Petten reactor|72 (0 in ERA)|Mouse|Mouse, CBA|n/a|Young Adult|Lifespan study some with macro/microscopic pathology|No information on individuals available for this study
