Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
13-19-1|Sr+Oe-kBq 0,n/a|Sequence:1, Age:74,Type:poly-estradiol phosphate,Quantity:,Unit:milligrams,Application:Injection, subcutaneously, Remarks:3 sc inject. age 74 96 126 d|70 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan study macro/microscopic pathology|No information on individuals available for this study
13-19-20|n/a,n/a|Sequence:1, Age:75,Type:Sr-90 nitrate,Quantity:14.8,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:single injection|42 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan study macro/microscopic pathology|No information on individuals available for this study
13-19-20|n/a,n/a|Sequence:2, Age:75,Type:prednisolon,Quantity:1,Unit:milligrams,Application:Injection, subcutaneously, Remarks:every 2nd week during lifetime|42 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan study macro/microscopic pathology|No information on individuals available for this study
13-19-20|n/a,n/a|Sequence:3, Age:n/a,Type:adrenalectomy,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:adrenalectomy|42 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan study macro/microscopic pathology|No information on individuals available for this study
13-19-21|n/a,n/a|Sequence:1, Age:25,Type:Sr-90 nitrate,Quantity:7.4,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:single injection|51 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan study macro/microscopic pathology|No information on individuals available for this study
13-19-22|n/a,n/a|Sequence:1, Age:75,Type:Sr-90 nitrate,Quantity:7.4,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:single injection|49 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan study macro/microscopic pathology|No information on individuals available for this study
13-19-23|n/a,n/a|Sequence:1, Age:150,Type:Sr-90 nitrate,Quantity:7.4,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:single injection|47 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan study macro/microscopic pathology|No information on individuals available for this study
13-19-24|n/a,n/a|Sequence:1, Age:300,Type:Sr-90 nitrate,Quantity:7.4,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:single injection|49 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan study macro/microscopic pathology|No information on individuals available for this study
13-19-25|n/a,n/a|Sequence:1, Age:25,Type:Sr-90 nitrate,Quantity:14.8,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:single injection|49 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan study macro/microscopic pathology|No information on individuals available for this study
13-19-26|n/a,n/a|Sequence:1, Age:75,Type:Sr-90 nitrate,Quantity:14.8,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:single injection|49 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan study macro/microscopic pathology|No information on individuals available for this study
13-19-27|n/a,n/a|Sequence:1, Age:150,Type:Sr-90 nitrate,Quantity:14.8,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:single injection|49 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan study macro/microscopic pathology|No information on individuals available for this study
13-19-28|n/a,n/a|Sequence:1, Age:300,Type:Sr-90 nitrate,Quantity:14.8,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:single injection|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan study macro/microscopic pathology|No information on individuals available for this study
13-19-29|n/a,n/a|Sequence:1, Age:25,Type:Sr-90 nitrate,Quantity:29.6,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:single injection|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan study macro/microscopic pathology|No information on individuals available for this study
13-19-30|n/a,n/a|Sequence:1, Age:75,Type:Sr-90 nitrate,Quantity:29.6,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:single injection|47 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan study macro/microscopic pathology|No information on individuals available for this study
13-19-31|n/a,n/a|Sequence:1, Age:150,Type:Sr-90 nitrate,Quantity:29.6,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:single injection|48 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan study macro/microscopic pathology|No information on individuals available for this study
13-19-32|n/a,n/a|Sequence:1, Age:300,Type:Sr-90 nitrate,Quantity:29.6,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:single injection|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan study macro/microscopic pathology|No information on individuals available for this study
13-19-32|n/a,n/a|Sequence:2, Age:82,Type:Sr-85 nitrate,Quantity:1.5,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:1 week after start|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|Lifespan study macro/microscopic pathology|No information on individuals available for this study
13-19-33|n/a,n/a|Sequence:1, Age:75,Type:estrogen,Quantity:1.75,Unit:milligrams,Application:Injection, subcutaneously, Remarks:3 injections 1+.5+.25 4 weeks interval|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|15 animals used for repeated measurements of Sr-85, five animals each sacrificed 2, 3, 4, 5, 6, 7 months after Sr-85 injection|No information on individuals available for this study
13-19-33|n/a,n/a|Sequence:2, Age:68,Type:Sr-85 nitrate,Quantity:1.5,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:1 week before estrogen start|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|15 animals used for repeated measurements of Sr-85, five animals each sacrificed 2, 3, 4, 5, 6, 7 months after Sr-85 injection|No information on individuals available for this study
13-19-34|n/a,n/a|Sequence:1, Age:75,Type:estrogen,Quantity:1.75,Unit:milligrams,Application:Injection, subcutaneously, Remarks:3 injections 1+.5+.25 4 weeks interval|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|15 animals used for repeated measurements of Sr-85, five animals each sacrificed 2, 3, 4, 5, 6, 7 months after Sr-85 injection|No information on individuals available for this study
13-19-34|n/a,n/a|Sequence:2, Age:82,Type:Sr-85 nitrate,Quantity:1.5,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:one week after start estrogen|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|15 animals used for repeated measurements of Sr-85, five animals each sacrificed 2, 3, 4, 5, 6, 7 months after Sr-85 injection|No information on individuals available for this study
13-19-35|n/a,n/a|Sequence:1, Age:75,Type:estrogen,Quantity:1.75,Unit:milligrams,Application:Injection, subcutaneously, Remarks:3 injections 1+.5+.25 4 weeks interval|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|15 animals used for repeated measurements of Sr-85, five animals each sacrificed 2, 3, 4, 5, 6, 7 months after Sr-85 injection|No information on individuals available for this study
13-19-35|n/a,n/a|Sequence:2, Age:188,Type:Sr-85 nitrate,Quantity:1.5,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:1 week after end|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|15 animals used for repeated measurements of Sr-85, five animals each sacrificed 2, 3, 4, 5, 6, 7 months after Sr-85 injection|No information on individuals available for this study
13-19-36|n/a,n/a|Sequence:1, Age:75,Type:Sr-85 nitrate,Quantity:1.5,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:n/a|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|15 animals used for repeated measurements of Sr-85, five animals each sacrificed 2, 3, 4, 5, 6, 7 months after Sr-85 injection|No information on individuals available for this study
13-19-37|n/a,n/a|Sequence:1, Age:75,Type:none (controls),Quantity:0,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|5 animals sacrificed at 29, 56, 84, 112, 140, 168 and 196 days after Sr administration|No information on individuals available for this study
13-19-38|n/a,n/a|Sequence:1, Age:75,Type:estrogen,Quantity:1.75,Unit:milligrams,Application:Injection, subcutaneously, Remarks:3 injections 1+.5+.25 4 weeks interval|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|5 animals sacrificed at 29, 56, 84, 112, 140, 168 and 196 days after Sr administration|No information on individuals available for this study
13-19-38|n/a,n/a|Sequence:2, Age:68,Type:Sr-85 nitrate,Quantity:1.5,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:1 week before|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|5 animals sacrificed at 29, 56, 84, 112, 140, 168 and 196 days after Sr administration|No information on individuals available for this study
13-19-38|n/a,n/a|Sequence:3, Age:68,Type:Sr-90 nitrate,Quantity:29.6,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:single injection|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|5 animals sacrificed at 29, 56, 84, 112, 140, 168 and 196 days after Sr administration|No information on individuals available for this study
13-19-39|n/a,n/a|Sequence:1, Age:75,Type:estrogen,Quantity:1.75,Unit:milligrams,Application:Injection, subcutaneously, Remarks:3 injections 1+.5+.25 4 weeks interval|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|5 animals sacrificed at 29, 56, 84, 112, 140, 168 and 196 days after Sr administration|No information on individuals available for this study
13-19-39|n/a,n/a|Sequence:2, Age:82,Type:Sr-85 nitrate,Quantity:1.5,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:one week after|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|5 animals sacrificed at 29, 56, 84, 112, 140, 168 and 196 days after Sr administration|No information on individuals available for this study
13-19-40|n/a,n/a|Sequence:1, Age:75,Type:estrogen,Quantity:1.75,Unit:milligrams,Application:Injection, subcutaneously, Remarks:3 injections 1+.5+.25 4 weeks interval|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|five animals each sacrificed 28, 565,84,112, 140, 168, 196 after Sr-90 administration|No information on individuals available for this study
13-19-40|n/a,n/a|Sequence:2, Age:188,Type:Sr-85 nitrate,Quantity:1.5,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:one week after last injection|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|five animals each sacrificed 28, 565,84,112, 140, 168, 196 after Sr-90 administration|No information on individuals available for this study
13-19-40|n/a,n/a|Sequence:3, Age:188,Type:Sr-90 nitrate,Quantity:29.6,Unit:kilobecquerels per g animal,Application:Injection, intraperitoneal, Remarks:single injection|50 (0 in ERA)|Mouse|Mouse, CBA/S (CBA/SU)|Male|Young Adult|five animals each sacrificed 28, 565,84,112, 140, 168, 196 after Sr-90 administration|No information on individuals available for this study
		
