Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
10-6-1|n/a,n/a|Sequence:1, Age:28,Type:none (controls),Quantity:0,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|583 (0 in ERA)|Mouse|Mouse, SAS/4|Male|Juvenile|420 for longevity study|No information on individuals available for this study
10-6-23|n/a,n/a|Sequence:1, Age:56,Type:gamma-rays whole body,Quantity:103,Unit:roentgens,Application:External exposure, Remarks:15 MeV accelerator whole body| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Young Adult|Survival some with pathology|No information on individuals available for this study
10-6-24|n/a,n/a|Sequence:1, Age:210,Type:gamma-rays whole body,Quantity:101,Unit:roentgens,Application:External exposure, Remarks:15 MeV accelerator whole body| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Adult|Survival some with pathology|No information on individuals available for this study
10-6-25|n/a,n/a|Sequence:1, Age:1,Type:gamma-rays whole body,Quantity:500,Unit:roentgens,Application:External exposure, Remarks:15 MeV accelerator whole body| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Lactation|Survival some with pathology|No information on individuals available for this study
10-6-26|n/a,n/a|Sequence:1, Age:7,Type:gamma-rays whole body,Quantity:403,Unit:roentgens,Application:External exposure, Remarks:15 MeV accelerator whole body| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Lactation|Survival some with pathology|No information on individuals available for this study
10-6-27|n/a,n/a|Sequence:1, Age:56,Type:gamma-rays whole body,Quantity:206,Unit:roentgens,Application:External exposure, Remarks:15 MeV accelerator whole body| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Young Adult|Survival some with pathology|No information on individuals available for this study
10-6-28|n/a,n/a|Sequence:1, Age:210,Type:gamma-rays whole body,Quantity:203,Unit:roentgens,Application:External exposure, Remarks:15 MeV accelerator whole body| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Adult|Survival some with pathology|No information on individuals available for this study
10-6-29|n/a,n/a|Sequence:1, Age:1,Type:gamma-rays whole body,Quantity:596,Unit:roentgens,Application:External exposure, Remarks:15 MeV accelerator whole body| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Lactation|Survival some with pathology|No information on individuals available for this study
10-6-30|n/a,n/a|Sequence:1, Age:7,Type:gamma-rays whole body,Quantity:592,Unit:roentgens,Application:External exposure, Remarks:15 MeV accelerator whole body| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Lactation|Survival some with pathology|No information on individuals available for this study
10-6-31|n/a,n/a|Sequence:1, Age:56,Type:gamma-rays whole body,Quantity:412,Unit:roentgens,Application:External exposure, Remarks:15 MeV accelerator whole body| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Lactation|Survival some with pathology|No information on individuals available for this study
10-6-32|n/a,n/a|Sequence:1, Age:210,Type:gamma-rays whole body,Quantity:408,Unit:roentgens,Application:External exposure, Remarks:15 MeV accelerator whole body| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Adult|Survival some with pathology|No information on individuals available for this study
10-6-33|n/a,n/a|Sequence:1, Age:1,Type:gamma-rays whole body,Quantity:686,Unit:roentgens,Application:External exposure, Remarks:15 MeV accelerator whole body| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Lactation|Survival some with pathology|No information on individuals available for this study
10-6-34|n/a,n/a|Sequence:1, Age:1,Type:gamma-rays whole body,Quantity:794,Unit:roentgens,Application:External exposure, Remarks:15 MeV accelerator whole body| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Lactation|Survival some with pathology|No information on individuals available for this study
10-6-35|n/a,n/a|Sequence:1, Age:1,Type:gamma-rays whole body,Quantity:882,Unit:roentgens,Application:External exposure, Remarks:15 MeV accelerator whole body| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Lactation|Survival some with pathology|No information on individuals available for this study
10-6-36|n/a,n/a|Sequence:1, Age:1,Type:none (controls),Quantity:0,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:nitrogen| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Lactation|Survival some with pathology|No information on individuals available for this study
10-6-37|n/a,n/a|Sequence:1, Age:7,Type:none (controls),Quantity:0,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:nitrogen| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Lactation|Survival some with pathology|No information on individuals available for this study
10-6-38|n/a,n/a|Sequence:1, Age:56,Type:none (controls),Quantity:0,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:nitrogen| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Young Adult|Survival some with pathology|No information on individuals available for this study
10-6-39|n/a,n/a|Sequence:1, Age:210,Type:none (controls),Quantity:0,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:nitrogen| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Adult|Survival some with pathology|No information on individuals available for this study
10-6-40|n/a,n/a|Sequence:1, Age:1,Type:gamma-rays whole body,Quantity:430,Unit:roentgens,Application:External exposure, Remarks:15 MeV accelerator whole body, nitrogen| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Lactation|Survival some with pathology|No information on individuals available for this study
10-6-41|n/a,n/a|Sequence:1, Age:7,Type:gamma-rays whole body,Quantity:411,Unit:roentgens,Application:External exposure, Remarks:15 MeV accelerator whole body, nitrogen| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Lactation|Survival some with pathology|No information on individuals available for this study
10-6-42|n/a,n/a|Sequence:1, Age:56,Type:gamma-rays whole body,Quantity:405,Unit:roentgens,Application:External exposure, Remarks:15 MeV accelerator whole body, nitrogen| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Young Adult|Survival some with pathology|No information on individuals available for this study
10-6-43|n/a,n/a|Sequence:1, Age:210,Type:gamma-rays whole body,Quantity:453,Unit:roentgens,Application:External exposure, Remarks:15 MeV accelerator whole body, nitrogen| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Adult|Survival some with pathology|No information on individuals available for this study
10-6-44|n/a,n/a|Sequence:1, Age:1,Type:gamma-rays whole body,Quantity:434,Unit:roentgens,Application:External exposure, Remarks:15 MeV accelerator whole body,air| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Lactation|Survival some with pathology|No information on individuals available for this study
10-6-45|n/a,n/a|Sequence:1, Age:7,Type:gamma-rays whole body,Quantity:419,Unit:roentgens,Application:External exposure, Remarks:15 MeV accelerator whole body,air| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Lactation|Survival some with pathology|No information on individuals available for this study
10-6-46|n/a,n/a|Sequence:1, Age:56,Type:gamma-rays whole body,Quantity:405,Unit:roentgens,Application:External exposure, Remarks:15 MeV accelerator whole body,air| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Young Adult|Survival some with pathology|No information on individuals available for this study
10-6-47|n/a,n/a|Sequence:1, Age:210,Type:gamma-rays whole body,Quantity:454,Unit:roentgens,Application:External exposure, Remarks:15 MeV accelerator whole body,air| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Adult|Survival some with pathology|No information on individuals available for this study
10-6-48|n/a,n/a|Sequence:1, Age:1,Type:gamma-rays whole body,Quantity:920,Unit:roentgens,Application:External exposure, Remarks:15 MeV accelerator whole body, nitrogen| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Lactation|Survival some with pathology|No information on individuals available for this study
10-6-49|n/a,n/a|Sequence:1, Age:7,Type:gamma-rays whole body,Quantity:878,Unit:roentgens,Application:External exposure, Remarks:15 MeV accelerator whole body, nitrogen| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Lactation|Survival some with pathology|No information on individuals available for this study
10-6-50|n/a,n/a|Sequence:1, Age:56,Type:gamma-rays whole body,Quantity:845,Unit:roentgens,Application:External exposure, Remarks:15 MeV accelerator whole body, nitrogen| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Young Adult|Survival some with pathology|No information on individuals available for this study
10-6-51|n/a,n/a|Sequence:1, Age:210,Type:gamma-rays whole body,Quantity:937,Unit:roentgens,Application:External exposure, Remarks:15 MeV accelerator whole body, nitrogen| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Adult|Survival some with pathology|No information on individuals available for this study
10-6-52|n/a,n/a|Sequence:1, Age:28,Type:gamma-rays whole body,Quantity:77,Unit:rads per minute,Application:External exposure, Remarks:15 Mev accelerator| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Juvenile|Survival some with pathology|No information on individuals available for this study
10-6-53|n/a,n/a|Sequence:1, Age:28,Type:gamma-rays whole body,Quantity:480,Unit:rads per minute,Application:External exposure, Remarks:15 Mev accelerator| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Juvenile|Survival some with pathology|No information on individuals available for this study
10-6-54|n/a,n/a|Sequence:1, Age:28,Type:gamma-rays whole body,Quantity:1730,Unit:rads per minute,Application:External exposure, Remarks:15 Mev accelerator| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Juvenile|Survival some with pathology|No information on individuals available for this study
10-6-55|n/a,n/a|Sequence:1, Age:28,Type:gamma-rays whole body,Quantity:6000,Unit:rads per minute,Application:External exposure, Remarks:15 Mev accelerator| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Juvenile|Survival some with pathology|No information on individuals available for this study
10-6-56|n/a,n/a|Sequence:1, Age:28,Type:gamma-rays whole body,Quantity:31000,Unit:rads per minute,Application:External exposure, Remarks:15 Mev accelerator| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Juvenile|Survival some with pathology|No information on individuals available for this study
10-6-57|n/a,n/a|Sequence:1, Age:28,Type:gamma-rays whole body,Quantity:158000,Unit:rads per minute,Application:External exposure, Remarks:15 Mev accelerator| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Juvenile|Survival some with pathology|No information on individuals available for this study
10-6-58|n/a,n/a|Sequence:1, Age:28,Type:gamma-rays whole body,Quantity:480,Unit:rads per minute,Application:External exposure, Remarks:15 Mev accelerator, anaesthesia| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Juvenile|Survival some with pathology|No information on individuals available for this study
10-6-59|n/a,n/a|Sequence:1, Age:28,Type:gamma-rays whole body,Quantity:2060,Unit:rads per minute,Application:External exposure, Remarks:15 Mev accelerator, anaesthesia| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Juvenile|Survival some with pathology|No information on individuals available for this study
10-6-60|n/a,n/a|Sequence:1, Age:28,Type:gamma-rays whole body,Quantity:31700,Unit:rads per minute,Application:External exposure, Remarks:15 Mev accelerator, anaesthesia| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Juvenile|Survival some with pathology|No information on individuals available for this study
10-6-61|n/a,n/a|Sequence:1, Age:28,Type:gamma-rays whole body,Quantity:162000,Unit:rads per minute,Application:External exposure, Remarks:15 Mev accelerator, anaesthesia| (0 in ERA)|Mouse|Mouse, SAS/4|Unknown|Juvenile|Survival some with pathology|No information on individuals available for this study
10-6-62|n/a,n/a|Sequence:1, Age:1,Type:gamma-rays whole body,Quantity:,Unit:rads per minute,Application:External exposure, Remarks:66-375 rad air, 148-775 rad nitrogen, 15 MeV accelerator|235 (0 in ERA)|Mouse|Mouse, SAS/4|Female|Lactation|Oocyte survival|No information on individuals available for this study
10-6-63|n/a,n/a|Sequence:1, Age:7,Type:gamma-rays whole body,Quantity:,Unit:rads per minute,Application:External exposure, Remarks:6-44 rad air, 88 and 197 rad nitrogen, 15 MeV accelerator|41 (0 in ERA)|Mouse|Mouse, SAS/4|Female|Lactation|Oocyte survival|No information on individuals available for this study
10-6-64|n/a,n/a|Sequence:1, Age:10,Type:gamma-rays whole body,Quantity:,Unit:rads per minute,Application:External exposure, Remarks:5-74 rad air, 13-210 rad nitrogen, 15 MeV accelerator|156 (0 in ERA)|Mouse|Mouse, SAS/4|Female|Lactation|Oocyte survival|No information on individuals available for this study
10-6-65|n/a,n/a|Sequence:1, Age:28,Type:gamma-rays whole body,Quantity:,Unit:rads per minute,Application:External exposure, Remarks:11-328 rad air, 21-630 rad nitrogen, 15 MeV accelerator|581 (0 in ERA)|Mouse|Mouse, SAS/4|Female|Juvenile|Oocyte survival|No information on individuals available for this study
10-6-66|n/a,n/a|Sequence:n/a, Age:n/a,Type:n/a,Quantity:,Unit:n/a,Application:n/a, Remarks:n/a|240 (0 in ERA)|Mouse|Mouse, SAS/4|Female|Young Adult|Oocyte survival|No information on individuals available for this study
		
