Group ID|Group Name|Treatment Sequence|Treatment Age|Treatment Type|Treatment Quantity|Treatment Unit|Treatment Application|Treatment Remarks|No of individuals in study|Species|Strain|Sex|Age|Group Endpoints|Individual ID|Group ID|Age at death|Pathology type |Pathology location|Pathology Description|
19-19-1|n/a,n/a|Sequence:1, Age:n/a,Type:Pu-239 nitrate,Quantity:1850,Unit:kilobecquerels,Application:Gavage, Remarks:intragastric|82 (0 in ERA)|Rat|Rat Wistar|Both|Young Adult|7 rats sacrificed for organ radiometry 4, 30'1,3,6h, 1,2,4,8,16,32,64,128,256,360,512d; 3-4 rats for urine sampling|No information on individuals available for this study
19-19-7|n/a,n/a|Sequence:2, Age:n/a,Type:hexachlorobutadiene,Quantity:,Unit:unit code not relevant,Application:Gavage, Remarks:n/a|82 (0 in ERA)|Rat|Rat Wistar|Both|Young Adult|7 rats sacrificed for organ radiometry 4, 30'1,3,6h, 1,2,4,8,16,32,64,128,256,360,512d; 3-4 rats for urine sampling|No information on individuals available for this study
19-19-8|n/a,n/a|Sequence:1, Age:n/a,Type:Pu239 tributylphosphate PTB,Quantity:1850,Unit:kilobecquerels,Application:Gavage, Remarks:intragastric diluted with liquid Nparafine|83 (0 in ERA)|Rat|Rat Wistar|Both|Young Adult|7 rats sacrificed for organ radiometry 4, 30'1,3,6h, 1,2,4,8,16,32,64,128,256,360,512d; 3-4 rats for urine sampling|No information on individuals available for this study
19-19-8|n/a,n/a|Sequence:2, Age:n/a,Type:paraffin,Quantity:,Unit:unit code not relevant,Application:Gavage, Remarks:n/a|83 (0 in ERA)|Rat|Rat Wistar|Both|Young Adult|7 rats sacrificed for organ radiometry 4, 30'1,3,6h, 1,2,4,8,16,32,64,128,256,360,512d; 3-4 rats for urine sampling|No information on individuals available for this study
19-19-9|n/a,n/a|Sequence:1, Age:n/a,Type:Pu-239 nitrate,Quantity:,Unit:kilobecquerels,Application:Treatment of skin, Remarks:120-1400kBq on 4 cm2|35 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|rats sacrificed for organ radiometry 1,3,6 h, 1,2,3 after skin contamination|No information on individuals available for this study
19-19-10|n/a,n/a|Sequence:1, Age:n/a,Type:Pu239 tributylphosphate PTB,Quantity:,Unit:kilobecquerels,Application:Treatment of skin, Remarks:120-1400kBq on 4 cm2|35 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|rats sacrificed for organ radiometry 1,3,6h, 1,2,3 after skin contamination|No information on individuals available for this study
19-19-11|n/a,n/a|Sequence:1, Age:n/a,Type:Pu-239 nitrate,Quantity:,Unit:kilobecquerels,Application:Treatment of skin, Remarks:120-1400kBq on 4 cm2|35 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|rats sacrificed for organ radiometry 1,3,6h, 1,2,3 after skin contamination|No information on individuals available for this study
19-19-11|n/a,n/a|Sequence:2, Age:n/a,Type:trichlorobenzene,Quantity:,Unit:unit code not relevant,Application:Treatment of skin, Remarks:n/a|35 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|rats sacrificed for organ radiometry 1,3,6h, 1,2,3 after skin contamination|No information on individuals available for this study
19-19-12|n/a,n/a|Sequence:1, Age:n/a,Type:Pu-239 nitrate,Quantity:,Unit:kilobecquerels,Application:Treatment of skin, Remarks:120-1400kBq on 4 cm2|35 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|rats sacrificed for organ radiometry 1,3,6h, 1,2,3 after skin contamination|No information on individuals available for this study
19-19-12|n/a,n/a|Sequence:2, Age:n/a,Type:hexachlorobutadiene,Quantity:,Unit:unit code not relevant,Application:Treatment of skin, Remarks:n/a|35 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|rats sacrificed for organ radiometry 1,3,6h, 1,2,3 after skin contamination|No information on individuals available for this study
19-19-13|n/a,n/a|Sequence:1, Age:n/a,Type:Pu-239 nitrate,Quantity:,Unit:kilobecquerels,Application:Treatment of skin, Remarks:120-1400kBq on 4 cm2|35 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|rats sacrificed for organ radiometry 1,3,6h, 1,2,3 after skin contamination|No information on individuals available for this study
19-19-13|n/a,n/a|Sequence:2, Age:n/a,Type:paraffin,Quantity:,Unit:unit code not relevant,Application:Treatment of skin, Remarks:n/a|35 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|rats sacrificed for organ radiometry 1,3,6h, 1,2,3 after skin contamination|No information on individuals available for this study
19-19-14|n/a,n/a|Sequence:1, Age:n/a,Type:Pu239 tributylphosphate PTB,Quantity:,Unit:kilobecquerels,Application:Treatment of skin, Remarks:120-1400kBq on 4 cm2|35 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|rats sacrificed for organ radiometry 1,3,6h, 1,2,3 after skin contamination|No information on individuals available for this study
19-19-14|n/a,n/a|Sequence:2, Age:n/a,Type:trichlorobenzene,Quantity:,Unit:unit code not relevant,Application:Treatment of skin, Remarks:n/a|35 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|rats sacrificed for organ radiometry 1,3,6h, 1,2,3 after skin contamination|No information on individuals available for this study
19-19-15|n/a,n/a|Sequence:1, Age:n/a,Type:Pu239 tributylphosphate PTB,Quantity:,Unit:kilobecquerels,Application:Treatment of skin, Remarks:120-1400kBq on 4 cm2|35 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|rats sacrificed for organ radiometry 1,3,6h, 1,2,3 after skin contamination|No information on individuals available for this study
19-19-15|n/a,n/a|Sequence:2, Age:n/a,Type:hexachlorobutadiene,Quantity:,Unit:unit code not relevant,Application:Treatment of skin, Remarks:n/a|35 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|rats sacrificed for organ radiometry 1,3,6h, 1,2,3 after skin contamination|No information on individuals available for this study
19-19-16|n/a,n/a|Sequence:1, Age:n/a,Type:Pu239 tributylphosphate PTB,Quantity:,Unit:kilobecquerels,Application:Treatment of skin, Remarks:120-1400kBq on 4 cm2|35 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|rats sacrificed for organ radiometry 1,3,6h, 1,2,3 after skin contamination|No information on individuals available for this study
19-19-16|n/a,n/a|Sequence:2, Age:n/a,Type:Undefined,Quantity:,Unit:unit code not relevant,Application:Treatment of skin, Remarks:n/a|35 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|rats sacrificed for organ radiometry 1,3,6h, 1,2,3 after skin contamination|No information on individuals available for this study
19-19-17|n/a,n/a|Sequence:1, Age:n/a,Type:Pu-239 nitrate,Quantity:18.5,Unit:kilobecquerels,Application:Injection, intratracheal, Remarks:diluted 1/9 with vegetable oik|35 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|10 rats each  sacrificed for organ radiometry 4, 30m, 1,3,6h, 1,2,4,6,8,16d and collection of excreta after Pu administration|No information on individuals available for this study
19-19-17|n/a,n/a|Sequence:2, Age:n/a,Type:Undefined,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|35 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|10 rats each  sacrificed for organ radiometry 4, 30m, 1,3,6h, 1,2,4,6,8,16d and collection of excreta after Pu administration|No information on individuals available for this study
19-19-18|n/a,n/a|Sequence:1, Age:n/a,Type:Pu239 tributylphosphate PTB,Quantity:18.5,Unit:kilobecquerels,Application:Injection, intratracheal, Remarks:n/a|35 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|10 rats each  sacrificed for organ radiometry 4, 30m, 1,3,6h, 1,2,4,6,8,16d and collection of excreta after Pu administration|No information on individuals available for this study
19-19-18|n/a,n/a|Sequence:2, Age:n/a,Type:Ra-228 ?citrate,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|35 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|10 rats each  sacrificed for organ radiometry 4, 30m, 1,3,6h, 1,2,4,6,8,16d and collection of excreta after Pu administration|No information on individuals available for this study
19-19-19|n/a,n/a|Sequence:1, Age:n/a,Type:Pu239 tributylphosphate PTB,Quantity:18.5,Unit:kilobecquerels,Application:Injection, intratracheal, Remarks:n/a|35 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|10 rats each  sacrificed for organ radiometry 4, 30m, 1,3,6h, 1,2,4,6,8,16d and collection of excreta after Pu administration|No information on individuals available for this study
19-19-19|n/a,n/a|Sequence:2, Age:n/a,Type:Undefined,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|35 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|10 rats each  sacrificed for organ radiometry 4, 30m, 1,3,6h, 1,2,4,6,8,16d and collection of excreta after Pu administration|No information on individuals available for this study
19-19-20|n/a,n/a|Sequence:1, Age:n/a,Type:Pu239 tributylphosphate PTB,Quantity:18.5,Unit:kilobecquerels,Application:Injection, intratracheal, Remarks:n/a|35 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|10 rats each  sacrificed for organ radiometry 4, 30m, 1,3,6h, 1,2,4,6,8,16d and collection of excreta after Pu administration|No information on individuals available for this study
19-19-20|n/a,n/a|Sequence:2, Age:n/a,Type:Undefined,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|35 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|10 rats each  sacrificed for organ radiometry 4, 30m, 1,3,6h, 1,2,4,6,8,16d and collection of excreta after Pu administration|No information on individuals available for this study
19-19-20|n/a,n/a|Sequence:3, Age:n/a,Type:Undefined,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|35 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|10 rats each  sacrificed for organ radiometry 4, 30m, 1,3,6h, 1,2,4,6,8,16d and collection of excreta after Pu administration|No information on individuals available for this study
19-19-21|n/a,n/a|Sequence:1, Age:n/a,Type:Pu239 tributylphosphate PTB,Quantity:18.5,Unit:kilobecquerels,Application:Injection, intratracheal, Remarks:n/a|35 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|10 rats each  sacrificed for organ radiometry 4, 30m, 1,3,6h, 1,2,4,6,8,16d and collection of excreta after Pu administration|No information on individuals available for this study
19-19-21|n/a,n/a|Sequence:2, Age:n/a,Type:Undefined,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|35 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|10 rats each  sacrificed for organ radiometry 4, 30m, 1,3,6h, 1,2,4,6,8,16d and collection of excreta after Pu administration|No information on individuals available for this study
19-19-21|n/a,n/a|Sequence:3, Age:n/a,Type:Undefined,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|35 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|10 rats each  sacrificed for organ radiometry 4, 30m, 1,3,6h, 1,2,4,6,8,16d and collection of excreta after Pu administration|No information on individuals available for this study
19-19-22|n/a,n/a|Sequence:1, Age:n/a,Type:Pu-239 nitrate,Quantity:37,Unit:kilobecquerels,Application:Injection, intratracheal, Remarks:in a form of TBP complex in 30%TBP and 70%TCB|35 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|10 rats each  sacrificed for organ radiometry 4, 30m, 1,3,6h, 1,2,4,6,8,16d and collection of excreta after Pu administration|No information on individuals available for this study
19-19-22|n/a,n/a|Sequence:2, Age:n/a,Type:Undefined,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|35 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|10 rats each  sacrificed for organ radiometry 4, 30m, 1,3,6h, 1,2,4,6,8,16d and collection of excreta after Pu administration|No information on individuals available for this study
19-19-22|n/a,n/a|Sequence:3, Age:n/a,Type:tributylphosphate,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|35 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|10 rats each  sacrificed for organ radiometry 4, 30m, 1,3,6h, 1,2,4,6,8,16d and collection of excreta after Pu administration|No information on individuals available for this study
19-19-23|n/a,n/a|Sequence:1, Age:n/a,Type:Pu-239 nitrate,Quantity:37,Unit:kilobecquerels,Application:Injection, intramuscular, Remarks:in a form of TBP complex in 30%TBP and 70%TCB|35 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|7rats each  sacrificed for organ radiometry and excreta sampling  4, 30m, 1,3,6h, 1,2,4,6,8,16, 32, 64,128,360,512d after Pu administration|No information on individuals available for this study
19-19-24|n/a,n/a|Sequence:1, Age:n/a,Type:Pu-239 nitrate,Quantity:37,Unit:kilobecquerels,Application:Injection, intramuscular, Remarks:in a form of TBP complex in 30%TBP and 70%TCB|35 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|7rats each  sacrificed for organ radiometry and excreta sampling  4, 30m, 1,3,6h, 1,2,4,6,8,16, 32, 64,128,360,512d after Pu administration|No information on individuals available for this study
19-19-24|n/a,n/a|Sequence:2, Age:n/a,Type:tributylphosphate,Quantity:,Unit:unit code not relevant,Application:Injection, intramuscular, Remarks:n/a|35 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|7rats each  sacrificed for organ radiometry and excreta sampling  4, 30m, 1,3,6h, 1,2,4,6,8,16, 32, 64,128,360,512d after Pu administration|No information on individuals available for this study
19-19-25|n/a,n/a|Sequence:1, Age:n/a,Type:Pu-239 nitrate,Quantity:37,Unit:kilobecquerels,Application:Injection, intramuscular, Remarks:in a form of TBP complex in 30%TBP and 70%TCB|198 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|7rats each  sacrificed for organ radiometry and excreta sampling  4, 30m, 1,3,6h, 1,2,4,6,8,16, 32, 64,128,360,512d after Pu administration|No information on individuals available for this study
19-19-25|n/a,n/a|Sequence:2, Age:n/a,Type:tributylphosphate,Quantity:,Unit:unit code not relevant,Application:Injection, intramuscular, Remarks:n/a|198 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|7rats each  sacrificed for organ radiometry and excreta sampling  4, 30m, 1,3,6h, 1,2,4,6,8,16, 32, 64,128,360,512d after Pu administration|No information on individuals available for this study
19-19-25|n/a,n/a|Sequence:3, Age:n/a,Type:trichlorobenzene,Quantity:,Unit:unit code not relevant,Application:Injection, intramuscular, Remarks:n/a|198 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|7rats each  sacrificed for organ radiometry and excreta sampling  4, 30m, 1,3,6h, 1,2,4,6,8,16, 32, 64,128,360,512d after Pu administration|No information on individuals available for this study
19-19-26|n/a,n/a|Sequence:1, Age:n/a,Type:Pu-239 nitrate,Quantity:37,Unit:kilobecquerels,Application:Injection, intramuscular, Remarks:in a form of TBP complex in 30%TBP and 70%TCB|198 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|7rats each  sacrificed for organ radiometry and excreta sampling  4, 30m, 1,3,6h, 1,2,4,6,8,16, 32, 64,128,360,512d after Pu administration|No information on individuals available for this study
19-19-26|n/a,n/a|Sequence:2, Age:n/a,Type:Ra-226 citrate,Quantity:,Unit:unit code not relevant,Application:Injection, intramuscular, Remarks:n/a|198 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|7rats each  sacrificed for organ radiometry and excreta sampling  4, 30m, 1,3,6h, 1,2,4,6,8,16, 32, 64,128,360,512d after Pu administration|No information on individuals available for this study
19-19-26|n/a,n/a|Sequence:3, Age:n/a,Type:hexachlorobutadiene,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|198 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|7rats each  sacrificed for organ radiometry and excreta sampling  4, 30m, 1,3,6h, 1,2,4,6,8,16, 32, 64,128,360,512d after Pu administration|No information on individuals available for this study
19-19-27|n/a,n/a|Sequence:1, Age:n/a,Type:Pu-239 nitrate,Quantity:37,Unit:kilobecquerels,Application:Injection, intramuscular, Remarks:in a form of TBP complex in 30%TBP and 70%TCB|199 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|7rats each  sacrificed for organ radiometry and excreta sampling  4, 30m, 1,3,6h, 1,2,4,6,8,16, 32, 64,128,360,512d after Pu administration|No information on individuals available for this study
19-19-27|n/a,n/a|Sequence:2, Age:n/a,Type:Ra-226 citrate,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|199 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|7rats each  sacrificed for organ radiometry and excreta sampling  4, 30m, 1,3,6h, 1,2,4,6,8,16, 32, 64,128,360,512d after Pu administration|No information on individuals available for this study
19-19-27|n/a,n/a|Sequence:3, Age:n/a,Type:paraffin,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:n/a|199 (0 in ERA)|Rat|Rat Wistar|Female|Young Adult|7rats each  sacrificed for organ radiometry and excreta sampling  4, 30m, 1,3,6h, 1,2,4,6,8,16, 32, 64,128,360,512d after Pu administration|No information on individuals available for this study
19-19-28|n/a,n/a|Sequence:1, Age:n/a,Type:Pu-239 nitrate,Quantity:37,Unit:kilobecquerels,Application:Treatment of skin, Remarks:120-1420 kBq|33 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|3-4rats used for each decontamination period sacrifice after 1 d Pu organ content and excreta contaminated skin|No information on individuals available for this study
19-19-29|n/a,n/a|Sequence:1, Age:n/a,Type:Pu-239 nitrate,Quantity:37,Unit:kilobecquerels,Application:Injection, intramuscular, Remarks:120-1420 kBq in 30%TBP with TCB|33 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|3-4rats used for each decontamination period sacrifice after 1 d Pu organ content and excreta contaminated skin|No information on individuals available for this study
19-19-30|n/a,n/a|Sequence:1, Age:n/a,Type:Pu-239 nitrate,Quantity:37,Unit:kilobecquerels,Application:Injection, intramuscular, Remarks:120-1420 kBq in TBP with TCB|33 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|3-4rats used for each decontamination period sacrifice after 1 d Pu organ content and excreta contaminated skin|No information on individuals available for this study
19-19-31|n/a,n/a|Sequence:1, Age:n/a,Type:Pu-239 nitrate,Quantity:37,Unit:kilobecquerels,Application:Injection, intramuscular, Remarks:120-1420 kBq in TBP with HCBD|33 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|3-4rats used for each decontamination period sacrifice after 1 d Pu organ content and excreta contaminated skin|No information on individuals available for this study
19-19-32|n/a,n/a|Sequence:1, Age:n/a,Type:Pu-239 nitrate,Quantity:37,Unit:kilobecquerels,Application:Injection, intramuscular, Remarks:120-1420 kBq|33 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|3-4rats used for each decontamination period sacrifice after 1 d Pu organ content and excreta contaminated skin|No information on individuals available for this study
19-19-33|n/a,n/a|Sequence:1, Age:n/a,Type:Pu-239 nitrate,Quantity:37,Unit:kilobecquerels,Application:Injection, intramuscular, Remarks:120-1420 kBq|33 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|3-4rats used for each decontamination period sacrifice after 1 d Pu organ content and excreta contaminated skin|No information on individuals available for this study
19-19-33|n/a,n/a|Sequence:2, Age:n/a,Type:Treatment of skin with soap,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:5m later treatment 2% soap and soda|33 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|3-4rats used for each decontamination period sacrifice after 1 d Pu organ content and excreta contaminated skin|No information on individuals available for this study
19-19-34|n/a,n/a|Sequence:1, Age:n/a,Type:Pu-239 nitrate,Quantity:37,Unit:kilobecquerels,Application:Injection, intramuscular, Remarks:120-1420 kBq|33 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|3-4rats used for each decontamination period sacrifice after 1 d Pu organ content and excreta contaminated skin|No information on individuals available for this study
19-19-34|n/a,n/a|Sequence:2, Age:n/a,Type:Treatment of skin with soap,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:1h later treatment 2% soap and soda|33 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|3-4rats used for each decontamination period sacrifice after 1 d Pu organ content and excreta contaminated skin|No information on individuals available for this study
19-19-35|n/a,n/a|Sequence:1, Age:n/a,Type:Pu-239 nitrate,Quantity:37,Unit:kilobecquerels,Application:Injection, intramuscular, Remarks:120-1420 kBq|33 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|3-4rats used for each decontamination period sacrifice after 1 d Pu organ content and excreta contaminated skin|No information on individuals available for this study
19-19-35|n/a,n/a|Sequence:2, Age:n/a,Type:Treatment of skin with soap,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:5m later treatment soda|33 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|3-4rats used for each decontamination period sacrifice after 1 d Pu organ content and excreta contaminated skin|No information on individuals available for this study
19-19-36|n/a,n/a|Sequence:1, Age:n/a,Type:Pu-239 nitrate,Quantity:37,Unit:kilobecquerels,Application:Injection, intramuscular, Remarks:120-1420 kBq|33 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|3-4rats used for each decontamination period sacrifice after 1 d Pu organ content and excreta contaminated skin|No information on individuals available for this study
19-19-36|n/a,n/a|Sequence:2, Age:n/a,Type:Treatment of skin with soap,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:1h later treatment soda|33 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|3-4rats used for each decontamination period sacrifice after 1 d Pu organ content and excreta contaminated skin|No information on individuals available for this study
19-19-37|n/a,n/a|Sequence:1, Age:n/a,Type:Pu-239 nitrate,Quantity:37,Unit:kilobecquerels,Application:Injection, intramuscular, Remarks:120-1420 kBq|33 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|3-4rats used for each decontamination period sacrifice after 1 d Pu organ content and excreta contaminated skin|No information on individuals available for this study
19-19-37|n/a,n/a|Sequence:2, Age:n/a,Type:(Ca) DTPA,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:5 m later 10 times rinsing 5% solution|33 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|3-4rats used for each decontamination period sacrifice after 1 d Pu organ content and excreta contaminated skin|No information on individuals available for this study
19-19-38|n/a,n/a|Sequence:1, Age:n/a,Type:Pu-239 nitrate,Quantity:37,Unit:kilobecquerels,Application:Injection, intramuscular, Remarks:in a form of TBP complex in 30%TBP and 70%TCB|33 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|3-4rats used for each decontamination period sacrifice after 1 d Pu organ content and excreta contaminated skin|No information on individuals available for this study
19-19-38|n/a,n/a|Sequence:2, Age:n/a,Type:(Ca) DTPA,Quantity:,Unit:unit code not relevant,Application:not applicable or not supplied, Remarks:1h later 10 times rinsing 5% solution|33 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|3-4rats used for each decontamination period sacrifice after 1 d Pu organ content and excreta contaminated skin|No information on individuals available for this study
19-19-39|n/a,n/a|Sequence:1, Age:n/a,Type:Pu-239 nitrate,Quantity:37,Unit:kilobecquerels,Application:Injection, intramuscular, Remarks:in a form of TBP complex in 30%TBP and 70%TCB|33 (0 in ERA)|Rat|Rat Wistar|Male|Young Adult|3-4rats used for each decontamination period sacrifice after 1 d Pu organ content and excreta contaminated skin|No information on individuals available for this study
